address;available;building_material;building_type;construction_status;district;equipment_dishwasher;equipment_fridge;equipment_oven;equipment_stove;equipment_tv;equipment_washing_machine;extras_air_conditioning;extras_balcony;extras_basement;extras_furniture;extras_garage;extras_garden;extras_lift;extras_separate_kitchen;extras_swimming_pool;extras_terrace;extras_two_storey;extras_usable_room;floor_num;heating;id;latitude;link;longitude;market;media_cable-television;media_internet;media_phone;ownership;page_views;price;price_currency;publicated;rent;rooms;security_alarm;security_anti_burglary_door;security_closed_area;security_entryphone;security_monitoring;security_roller_shutters;security_security;surface;updated;window;year_of_construction
Warszawa, Ochota, WIDNA kuchnia - 3pokoje - 51m2 -BALKON!;.;.;.;.;Ochota;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;4 (z 8);.;55552252;52.20997;https://www.otodom.pl/oferta/widna-kuchnia-3pokoje-51m2-balkon-ID3L5G4.html;20.96727;primary;0;0;0;full_ownership;158;416302;PLN;04.09.2018;.;3;0;0;0;1;0;0;0;51.08;04.09.2018;.;2020
Warszawa, Ursynów, Rybitwy 4;25 Kwietnia 2018;brick;apartment;ready_to_use;Ursynów;1;1;1;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;3 (z 3);urban;53636076;52.13785;https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-80m2-z-tarasem-o-pow-60m2-ID3D3c0.html;21.02912;secondary;1;1;1;full_ownership;3618;869000;PLN;ponad 14 dni temu;740 z³;3;1;0;1;1;1;0;0;80.56;07.09.2018;plastic;2010
Warszawa, Mokotów;.;.;apartment;.;Mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 7);urban;55426472;52.176774;https://www.otodom.pl/oferta/mokotow-3-pokoje-55m2-450-tys-zl-ID3KyXm.html;20.99937;primary;1;0;1;full_ownership;1121;450000;PLN;ponad 14 dni temu;.;3;0;0;1;0;0;0;0;55;ponad 14 dni temu;plastic;2018
Warszawa, Praga-Pó³noc, Najtañsze 3-pokojowe, 15 min Metro Marymont, Promocja 5%;.;.;.;.;Praga-Pó³noc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 (z 5);.;54815780;52.306070733967;https://www.otodom.pl/oferta/mieszkanie-59-91-m-warszawa-ID3I05u.html;20.988823477813;primary;0;0;0;.;2579;378000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;59.91;03.09.2018;.;2019
Warszawa, Ursynów, K³obucka;.;.;block;to_completion;Ursynów;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;parter (z 4);urban;55463512;52.1636329;https://www.otodom.pl/oferta/2-pokoje-ogrod-z-widokiem-na-jeziorko-ID3KIAM.html;20.9922648;secondary;0;0;0;.;274;370000;PLN;28.08.2018;.;2;0;0;0;0;0;0;0;45.28;28.08.2018;plastic;2020
Warszawa, Wawer;.;.;house;to_completion;Wawer;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;parter (z 1);gas;55510556;52.16464236506994;https://www.otodom.pl/oferta/kameralne-bezczynszowe-z-ogrodem-ID3KUPy.html;21.215995502929683;primary;0;0;0;full_ownership;711;359000;PLN;31.08.2018;.;3;0;0;1;0;0;0;0;60;06.09.2018;plastic;2019
Warszawa, Bia³o³êka,  P³ochociñska;.;.;block;to_completion;Bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;3 (z 4);urban;55621416;52.3365764;https://www.otodom.pl/oferta/oddane-dwupoziomowe-m5-107m2-dwa-balkony-ID3LnFC.html;21.0293071;primary;1;1;0;.;103;537300;PLN;07.09.2018;.;5;0;0;1;1;1;0;0;107.2;07.09.2018;plastic;.
Warszawa, Goc³aw;.;.;.;.;Goc³aw;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;parter (z 8);.;55030440;52.23161;https://www.otodom.pl/oferta/jasne-ogrodek-loggia-tuz-przy-balatonie-ID3ITWK.html;21.08525;secondary;0;0;0;full_ownership;568;699000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;71.79;ponad 14 dni temu;.;2016
Warszawa, Goc³aw;.;.;.;.;Goc³aw;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;parter (z 6);.;54864112;52.23;https://www.otodom.pl/oferta/goclaw-mieszkanie-2-pokojowe-ID3IcF2.html;21.08;primary;0;0;0;full_ownership;1040;349245;PLN;ponad 14 dni temu;320 z³;2;0;0;0;0;1;0;0;45.36;ponad 14 dni temu;wooden;2019
Warszawa, Centrum, Królewska;.;concrete_plate;.;to_renovation;Centrum;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7 (z 11);urban;55624496;52.238025;https://www.otodom.pl/oferta/kawalerka-w-centrum-miasta-od-zaraz-ID3Loti.html;21.0075571;secondary;1;1;1;cooperative_ownership;160;320000;PLN;07.09.2018;.;1;0;0;0;0;0;0;0;27;08.09.2018;.;1970
Warszawa, Praga-Po³udnie, DWA POKOJE OBOK STADIONU NARODOWEGO! BEZ PROWIZJI, BEZPOŒREDNIO!;.;.;.;.;Praga-Po³udnie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;parter (z 4);.;55358852;52.24168;https://www.otodom.pl/oferta/dwa-pokoje-obok-stadionu-narodowego-bez-prowizji-ID3KhmI.html;21.08406;primary;1;1;1;.;237;457000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;36.8;29.08.2018;.;2019
Warszawa, Czyste;.;.;apartment;.;Czyste;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;4 (z 8);.;55349452;52.2333751;https://www.otodom.pl/oferta/nowoczesna-inwestycja-na-woli-bez-prowizji-ID3KeW6.html;20.9571835;secondary;0;0;0;.;1074;404127;PLN;ponad 14 dni temu;.;3;0;0;0;1;0;0;0;48.69;ponad 14 dni temu;plastic;2018
Warszawa, Wrzesiñska;.;.;block;.;.;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4 (z 7);.;55633992;52.2498591;https://www.otodom.pl/oferta/nieopodal-metra-ID3LqVs.html;21.034932;secondary;0;0;0;.;101;320600;PLN;07.09.2018;.;1;0;0;0;0;0;0;0;27.71;07.09.2018;plastic;2020
Warszawa, Targówek, Woliñska;.;.;block;.;Targówek;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;4 (z 4);urban;55568500;52.2889425;https://www.otodom.pl/oferta/mieszkanie-133-m-warszawa-ID3L9U8.html;21.0849586;secondary;0;0;0;full_ownership;140;950000;PLN;04.09.2018;.;4;0;0;1;1;0;0;0;133;04.09.2018;plastic;2011
Warszawa, Bia³o³êka, Ostródzka;.;brick;block;to_completion;Bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 3);.;55626344;52.3257515;https://www.otodom.pl/oferta/gotowe-zielona-okolica-latwy-dojazd-do-metra-ID3LoX6.html;21.0485632;primary;1;1;0;full_ownership;146;244000;PLN;07.09.2018;.;2;0;0;1;1;1;0;0;42.5;07.09.2018;plastic;2018
Warszawa, Bia³o³êka, Erazma z Zakroczymia;.;.;.;.;Bia³o³êka;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;parter (z 10);.;54909688;52.3207016;https://www.otodom.pl/oferta/idealne-dla-rodziny-ciche-3-osobne-pokoje-ID3Iov8.html;20.95190048;secondary;0;0;0;cooperative_ownership_with_mortgage_register;828;375000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;63;07.09.2018;.;1992
Warszawa, W³ochy, S³oneczne mieszkanie od po³udnia z garderob¹ i widn¹ kuchnia!;.;.;.;.;W³ochy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 (z 4);.;55358780;52.197314419202;https://www.otodom.pl/oferta/sloneczne-mieszkanie-od-poludnia-z-garderoba-ID3Khly.html;20.953362567737;primary;0;0;0;.;330;443265;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;61.14;29.08.2018;.;2019
Warszawa, Bemowo;.;.;block;to_completion;Bemowo;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1 (z 3);.;55006424;52.2409067;https://www.otodom.pl/oferta/30-min-do-centrum-warszawy-zamieszkaj-pod-warszawa-ID3INGo.html;20.9113297;primary;0;0;0;full_ownership;1789;237256;PLN;ponad 14 dni temu;280 z³;2;0;0;1;1;1;0;0;42.07;ponad 14 dni temu;plastic;2018
Warszawa, Mokotów,  Bukowiñska;.;.;apartment;to_completion;Mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;6 (z 7);.;55236000;52.19832;https://www.otodom.pl/oferta/luksusowy-i-przestronny-apartament-na-mokotowie-ID3JLpe.html;21.01715;primary;0;0;0;full_ownership;385;960273;PLN;ponad 14 dni temu;.;4;0;0;0;1;1;0;0;93.14;01.09.2018;.;.
Warszawa, Targówek, Lewinowska;.;breezeblock;block;ready_to_use;Targówek;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;3 (z 3);urban;53261384;52.23614;https://www.otodom.pl/oferta/atrakcyjne-trzy-pokojowe-mieszkanie-na-zaciszu-ID3BtIA.html;21.00817;secondary;0;0;0;full_ownership;1505;420000;PLN;ponad 14 dni temu;320 z³;3;0;0;0;0;1;0;0;58.26;27.08.2018;plastic;2005
Warszawa, Henryków, Klasyków;.;.;block;to_completion;Henryków;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;2 (z 3);urban;54985964;52.23614;https://www.otodom.pl/oferta/od-dewelopera-kameralne-osiedle-59m2-3-pok-balk-ID3IImo.html;21.00817;primary;1;1;1;full_ownership;2238;424200;PLN;ponad 14 dni temu;.;3;0;0;0;0;1;0;0;58.82;ponad 14 dni temu;plastic;2019
Warszawa, Bia³o³êka, Zielona Bia³o³êka, BEZPOŒREDNIO, MdM,;.;.;.;.;Bia³o³êka;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;.;55603400;52.3415853;https://www.otodom.pl/oferta/bezposrednio-balkon-16m2-gotowe-lokale-ID3LiZ2.html;21.0662461;primary;0;0;0;.;136;253000;PLN;06.09.2018;.;2;0;0;0;0;0;0;0;41;06.09.2018;.;2018
Warszawa, Bemowo, Andrzeja So³tana;.;.;apartment;to_completion;Bemowo;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;3 (z 7);urban;55568900;52.2548985;https://www.otodom.pl/oferta/mieszkanie-75-m-warszawa-ID3La0A.html;20.9248606;secondary;0;0;0;full_ownership;235;548000;PLN;04.09.2018;.;4;0;0;1;1;0;0;0;75;04.09.2018;plastic;2018
Warszawa, Targówek,  Witebska 6;.;breezeblock;block;to_completion;Targówek;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1 (z 5);.;54992096;52.2687672;https://www.otodom.pl/oferta/idealne-dla-malej-rodziny-na-start-blisko-metra-ID3IJXi.html;21.0459701;secondary;0;0;0;full_ownership;570;445000;PLN;ponad 14 dni temu;305 z³;3;0;1;0;1;0;0;0;53;05.09.2018;plastic;2018
Warszawa, Sielce, Korczyñska;.;concrete_plate;block;ready_to_use;Sielce;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;4 (z 4);urban;55053200;52.197998626709;https://www.otodom.pl/oferta/dwustronne-mieszkanie-na-mokotowie-dolnym-ID3IZQQ.html;21.05799923706;secondary;0;0;0;.;2091;399000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;49.7;03.09.2018;.;1976
Warszawa, S³u¿ewiec, Obrze¿na;.;.;apartment;ready_to_use;S³u¿ewiec;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;4 (z 5);urban;55208352;52.171856;https://www.otodom.pl/oferta/trzypokojowy-apartament-na-osiedlu-hubertus-ID3JEdi.html;20.9976271;secondary;1;1;0;full_ownership;698;820000;PLN;ponad 14 dni temu;500 z³;3;0;0;0;0;1;0;0;75.32;07.09.2018;wooden;2017
Warszawa, Œródmieœcie, Zbigniewa Herberta;.;brick;apartment;ready_to_use;Œródmieœcie;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;6 (z 7);urban;55238908;52.2316089;https://www.otodom.pl/oferta/apartament-na-powislu-tuz-przy-parkach-ID3JMa8.html;21.0307229;secondary;1;1;0;full_ownership;404;2200000;PLN;ponad 14 dni temu;.;4;0;0;0;0;1;0;0;120;31.08.2018;wooden;2008
Warszawa, ¯oliborz, Elbl¹ska;.;.;block;.;¯oliborz;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;2 (z 7);.;55621672;52.2611318;https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-na-zoliborzu-ID3LnJK.html;20.961683;secondary;0;0;0;cooperative_ownership;137;360000;PLN;07.09.2018;350 z³;2;0;0;0;0;0;0;0;36.7;07.09.2018;plastic;1965
Warszawa, Bia³o³êka, Odkryta;.;brick;block;ready_to_use;Bia³o³êka;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;5 (z 7);urban;55088096;52.3335651;https://www.otodom.pl/oferta/3-pokoje-na-bialolece-ID3J8WG.html;20.9372085;secondary;0;0;0;full_ownership;343;385000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;50.3;06.09.2018;.;2003
Warszawa, Wilanów, Wiktorii Wiedeñskiej;10 Lipca 2018;brick;apartment;.;Wilanów;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2 (z 2);urban;54800740;52.1697217;https://www.otodom.pl/oferta/komfortowy-apartament-z-klimatyzacja-na-wilanowie-ID3HVaU.html;21.0737178;secondary;0;0;0;.;249;950000;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;101.25;ponad 14 dni temu;wooden;1993
Warszawa, W³ochy, Saba³y;.;brick;block;.;W³ochy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 (z 3);.;55473916;52.19;https://www.otodom.pl/oferta/mieszkanie-38-m-warszawa-ID3KLiA.html;20.96;secondary;0;0;0;.;312;320000;PLN;29.08.2018;.;2;0;0;0;0;0;0;0;38;06.09.2018;.;1955
Warszawa, Mokotów, Rolna;.;.;.;.;Mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;4;.;55249256;52.23614;https://www.otodom.pl/oferta/mieszkanie-71-42-m-warszawa-ID3JOR2.html;21.00817;primary;0;0;0;.;315;664206;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;71.42;ponad 14 dni temu;.;2018
Warszawa, Wola;.;other;block;.;Wola;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;> 10 (z 14);.;49969648;52.23338;https://www.otodom.pl/oferta/mieszkanie-47-m2-wola-ID3nFo4.html;20.95718;primary;1;1;1;full_ownership;7347;399000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;47;29.08.2018;.;2018
Warszawa, Œródmieœcie, Grzybowska;.;.;.;to_completion;Œródmieœcie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4 (z 15);urban;55145056;52.2348826;https://www.otodom.pl/oferta/3-pok-kuchnia-rondo-onz-grzybowska-ID3JnKo.html;20.9918203;secondary;1;1;1;full_ownership;730;479000;PLN;ponad 14 dni temu;540 z³;3;0;0;0;0;0;0;0;48;02.09.2018;plastic;1976
Warszawa, Praga-Pó³noc,  Stalowa;.;.;block;to_completion;Praga-Pó³noc;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;3 (z 7);urban;55486832;52.2610724;https://www.otodom.pl/oferta/nowoczesna-kawalerka-31m2-praga-pln-ID3KOEU.html;21.0431214;primary;1;1;0;full_ownership;196;349500;PLN;29.08.2018;.;1;0;0;1;1;1;0;0;31.27;30.08.2018;plastic;.
Warszawa, Ursynów;.;.;apartment;ready_to_use;Ursynów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 5);.;55028812;52.13323;https://www.otodom.pl/oferta/nowy-apartament-ursynow-metro-garaz-balkon-ID3ITwu.html;21.03252;secondary;1;1;1;full_ownership;478;1099000;PLN;ponad 14 dni temu;730 z³;4;0;0;0;0;1;0;0;79.51;ponad 14 dni temu;plastic;2017
Warszawa, W³ochy, Aleje Jerozolimskie;31 Lipca 2018;brick;apartment;.;W³ochy;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;2 (z 4);gas;55028408;52.19758;https://www.otodom.pl/oferta/przestronne-i-zadbane-mieszkanie-3-pokojowe-ID3IToY.html;20.92897;secondary;1;1;1;full_ownership;358;790000;PLN;ponad 14 dni temu;.;3;0;1;1;1;1;0;0;80;ponad 14 dni temu;.;2010
Warszawa, Bemowo;.;.;.;.;Bemowo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;parter (z 3);.;55454080;52.24091;https://www.otodom.pl/oferta/mieszkanie-64-70-m-warszawa-ID3KG8E.html;20.91133;secondary;0;0;0;.;270;470000;PLN;27.08.2018;.;3;0;0;0;0;0;0;0;64.7;28.08.2018;.;.
Warszawa, Œródmieœcie, Niska;.;.;.;.;Œródmieœcie;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;.;55354024;52.2510098;https://www.otodom.pl/oferta/mieszkanie-37-m-warszawa-ID3Kg6Q.html;20.9873613;secondary;0;0;0;.;402;560000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;37;ponad 14 dni temu;.;2018
Warszawa;.;.;block;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;2 (z 6);urban;55240676;52.23614;https://www.otodom.pl/oferta/warszawa-mokotow-41-53-m2-ID3JMCE.html;21.00817;primary;1;1;1;.;292;464700;PLN;ponad 14 dni temu;.;2;0;1;0;1;1;0;0;41.53;ponad 14 dni temu;wooden;.
Warszawa, Ursynów,  K³obucka;.;other;apartment;to_completion;Ursynów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 4);urban;55448944;52.1635812;https://www.otodom.pl/oferta/blisko-do-galerii-mokotow-ID3KENO.html;20.9922671;primary;0;0;0;full_ownership;237;545000;PLN;27.08.2018;.;3;0;0;0;1;1;0;0;74.48;28.08.2018;.;.
Warszawa, Wilanów, Sarmacka;.;.;.;.;Wilanów;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;3 (z 4);.;54943832;52.16602;https://www.otodom.pl/oferta/apartament-4-pokoje-na-90m2-ID3IxoQ.html;21.07407;secondary;0;0;0;.;952;990000;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;90;09.09.2018;.;.
Warszawa, Bia³o³êka, 4 pokoje z ogromnym ogródkiem w promocji do koñca lipca!;.;.;.;.;Bia³o³êka;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;parter (z 5);.;54800900;52.303412548348;https://www.otodom.pl/oferta/mieszkanie-86-17-m-warszawa-ID3HVdu.html;20.991643642358;primary;0;0;0;.;291;546600;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;86.17;08.09.2018;.;2019
Warszawa, Targówek, Kondratowicza;.;concrete_plate;block;.;Targówek;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;6 (z 12);urban;55175356;52.2921122;https://www.otodom.pl/oferta/po-remoncie-planowana-stacja-metra-ID3JwD6.html;21.0477683;secondary;0;0;0;cooperative_ownership;432;540000;PLN;ponad 14 dni temu;750 z³;3;0;0;0;1;0;0;0;84;05.09.2018;plastic;1981
Warszawa, Mokotów;.;brick;apartment;ready_to_use;Mokotów;1;1;1;1;0;0;0;0;0;1;1;0;1;1;0;1;0;1;1 (z 4);.;55275928;52.19832;https://www.otodom.pl/oferta/luksusowe-apartament-na-stegnach-255-mkw-ID3JWNe.html;21.01715;secondary;1;1;1;full_ownership;404;3000000;PLN;ponad 14 dni temu;.;5;1;0;1;1;1;0;0;255;ponad 14 dni temu;wooden;1998
Warszawa, Kabaty, Al.KEN;3 Wrzeœnia 2018;brick;apartment;ready_to_use;Kabaty;1;1;1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;5 (z 5);urban;55532172;52.13;https://www.otodom.pl/oferta/sprzedam-bezposrednio-66-m-przy-metrze-kabaty-ID3L0sc.html;21.08;secondary;1;1;1;cooperative_ownership_with_mortgage_register;878;690000;PLN;02.09.2018;670 z³;3;0;1;1;1;1;0;0;66;08.09.2018;.;.
Warszawa, Ursynów, Jana Cybisa;.;concrete_plate;.;ready_to_use;Ursynów;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;3 (z 4);.;55633320;52.1532501;https://www.otodom.pl/oferta/3-pokojowe-na-ursynowie-grunt-uregulowany-ID3LqLC.html;21.0222178;secondary;0;0;0;cooperative_ownership_with_mortgage_register;156;470000;PLN;07.09.2018;500 z³;3;0;0;0;0;0;0;0;53;08.09.2018;.;1974
Warszawa, Ulrychów, Wolska;.;brick;apartment;ready_to_use;Ulrychów;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;6 (z 8);urban;55435224;52.2297254;https://www.otodom.pl/oferta/wola-luksusowy-apartament-w-otulinie-parku-ID3KBev.html;20.9521571;secondary;1;1;0;full_ownership;363;1260000;PLN;ponad 14 dni temu;965 z³;2;0;0;0;0;1;0;0;85;ponad 14 dni temu;.;2014
Warszawa, Wola, Elekcyjna;.;.;block;.;Wola;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;5 (z 8);urban;55628160;52.2339108;https://www.otodom.pl/oferta/osmioletnie-mieszkanie-przy-parku-moczydlo-ID3Lpqo.html;20.9482198;secondary;0;0;0;.;110;559000;PLN;07.09.2018;.;2;0;0;1;1;1;0;0;56;07.09.2018;plastic;2009
Warszawa, Œródmieœcie, K³opot;.;.;apartment;to_completion;Œródmieœcie;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;6 (z 11);urban;55596076;52.25768188;https://www.otodom.pl/oferta/m1-przy-arkadii-blisko-metra-ID3Lh4U.html;20.9801264;primary;1;1;0;full_ownership;165;329000;PLN;05.09.2018;.;1;0;0;0;0;0;0;0;24.86;05.09.2018;wooden;2019
Warszawa, Wilanów, Sarmacka;.;brick;apartment;ready_to_use;Wilanów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 3);.;55555768;52.1656124;https://www.otodom.pl/oferta/dwupokojowy-apartament-w-wilanowie-ID3L6AM.html;21.0767362;secondary;1;1;0;full_ownership;229;750000;PLN;04.09.2018;.;2;0;0;0;0;1;0;0;77.5;06.09.2018;wooden;2006
Warszawa, Powiœle, Szara;.;brick;tenement;.;Powiœle;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1 (z 4);.;55066676;52.227303;https://www.otodom.pl/oferta/mieszkanie-76-41-m-warszawa-ID3J3mc.html;21.0339;secondary;0;0;0;cooperative_ownership;593;1100000;PLN;ponad 14 dni temu;850 z³;3;0;0;0;0;0;0;0;76.41;29.08.2018;plastic;.
Warszawa, Œródmieœcie, Ciasna;.;brick;tenement;ready_to_use;Œródmieœcie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 (z 4);.;55362644;52.2518636;https://www.otodom.pl/oferta/mieszkanie-65-m-warszawa-ID3KilS.html;21.0056907;secondary;0;1;1;full_ownership;319;760000;PLN;ponad 14 dni temu;570 z³;3;0;0;0;0;0;0;0;65;08.09.2018;.;1956
Warszawa, Ochota;.;brick;block;.;Ochota;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;parter (z 4);urban;55146044;52.2103359;https://www.otodom.pl/oferta/mieszkanie-60-m-warszawa-ID3Jo0k.html;20.9712206;secondary;1;1;1;full_ownership;389;579990;PLN;ponad 14 dni temu;560 z³;2;0;1;0;1;0;0;0;60;07.09.2018;plastic;.
Warszawa, Œródmieœcie, Marsza³kowska;.;brick;tenement;.;Œródmieœcie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 (z 6);.;55449536;52.24;https://www.otodom.pl/oferta/mieszkanie-44-61-m-warszawa-ID3KEXm.html;21.01;secondary;0;0;0;.;264;720000;PLN;27.08.2018;.;2;0;0;0;0;0;0;0;44.61;31.08.2018;.;1956
Warszawa, Wyczó³ki, K³obucka;.;other;apartment;to_completion;Wyczó³ki;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;parter (z 5);urban;55301616;52.167999847412;https://www.otodom.pl/oferta/wyjatkowa-kawalerka-na-ursynowie-ID3K2ty.html;20.997999771118;secondary;0;1;0;.;486;320000;PLN;ponad 14 dni temu;.;1;0;0;0;0;0;0;0;33.91;06.09.2018;.;.
Warszawa, Mirów, Sienna;.;.;apartment;.;Mirów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 5);urban;54561832;52.23059;https://www.otodom.pl/oferta/mieszkanie-w-centrum-miasta-na-sprzedaz-ID3GV1y.html;20.99511;secondary;1;1;0;.;1146;800028;PLN;ponad 14 dni temu;.;3;0;0;1;1;1;0;0;63.9;ponad 14 dni temu;.;.
Warszawa, Ochota;.;other;apartment;to_completion;Ochota;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;parter (z 4);.;55587668;52.2021313;https://www.otodom.pl/oferta/apartament-z-tarasem-19m2-i-ogrodkiem-28m2-ID3LeTi.html;20.9554848;primary;0;0;0;.;121;1020895;PLN;05.09.2018;.;4;0;1;1;1;1;0;0;109;05.09.2018;.;.
Warszawa, Bemowo,  Batalionów Ch³opskich;.;.;block;.;Bemowo;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;5 (z 5);urban;55546420;52.232043;https://www.otodom.pl/oferta/nowe-przytulne-3-pokojowe-mieszkanie-56-m2-ID3L4a0.html;20.8846794;primary;1;1;0;full_ownership;143;461000;PLN;03.09.2018;.;3;0;0;1;1;1;0;0;56.31;04.09.2018;plastic;.
Warszawa, Œródmieœcie;9 Wrzeœnia 2018;brick;tenement;to_completion;Œródmieœcie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 (z 3);urban;55572832;52.23313;https://www.otodom.pl/oferta/prestizowe-mieszkanie-na-krakowskim-przedmiesciu-ID3Lb20.html;21.019;secondary;0;0;0;full_ownership;160;1899000;PLN;04.09.2018;.;3;0;0;0;0;0;0;0;98;09.09.2018;wooden;.
Warszawa, Nowodwory,  Strumykowa;31 Sierpnia 2018;brick;block;ready_to_use;Nowodwory;0;1;1;1;1;1;0;1;0;1;1;0;0;0;0;1;1;0;3 (z 4);boiler_room;54971052;52.333811619915394;https://www.otodom.pl/oferta/bezposrednio-90-m2-warszawa-bialololeka-ID3IEtS.html;20.94680319580078;secondary;1;1;1;full_ownership;1754;576000;PLN;ponad 14 dni temu;550 z³;4;0;1;0;1;1;0;0;90;08.09.2018;plastic;2000
Warszawa;.;brick;block;.;.;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;5;urban;55389248;52.20126958157175;https://www.otodom.pl/oferta/mieszkanie-75m2-bezposrednio-ID3KpgY.html;20.91013712158203;secondary;1;1;1;cooperative_ownership_with_mortgage_register;1043;480000;PLN;ponad 14 dni temu;500 z³;3;0;1;0;1;0;0;0;75;06.09.2018;plastic;1994
