Borough;City;Neighbourhood;Street;available;building_material;building_type;construction_status;district;equipment_dishwasher;equipment_fridge;equipment_oven;equipment_stove;equipment_tv;equipment_washing_machine;extras_air_conditioning;extras_balcony;extras_basement;extras_furniture;extras_garage;extras_garden;extras_lift;extras_separate_kitchen;extras_swimming_pool;extras_terrace;extras_two_storey;extras_usable_room;heating;latitude;link;longitude;market;media_cable-television;media_internet;media_phone;orig_street;ownership;page_views;price;price_currency;publicated;rent;rooms;security_alarm;security_anti_burglary_door;security_closed_area;security_entryphone;security_monitoring;security_roller_shutters;security_security;surface;updated;window;year_of_construction;Neighbourhood_filled;appartment_floor_no;building_floor_no;price_per_sqm;age;age_mean;age_mode;age_median;age_random;Id
bemowo;warszawa;jelonki pó³nocne;irzykowskiego karola;.;missing;block;missing;.;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;urban;52.231231725353;https://www.otodom.pl/oferta/przy-parku-ladne-3-pokoje-kuchnia-widna-loggia-ID3LsLu.html;20.905037237651;secondary;0;0;0;True;missing;119;435000.0;PLN;2;.;3;0;0;0;1;0;0;0;62;2;plastic;1980;jelonki pó³nocne;6;10;7016.129032258064;39.0;39.0;39.0;39.0;39.0;55641000
wilanów;warszawa;b³onia wilanowskie;kieœlowskiego krzysztofa;2018-08-24;missing;apartment;ready_to_use;.;1;1;1;1;1;1;0;1;0;1;1;0;1;0;0;0;0;0;urban;52.15613;https://www.otodom.pl/oferta/bezposrednio-mieszkanie-nowe-wilanow-2-pok-44m2-ID3BUpO.html;21.11163;secondary;0;0;0;False;full_ownership;1318;535000.0;PLN;15;300.0;2;0;0;0;0;0;0;0;44;6;wooden;2017;b³onia wilanowskie;4;4;12159.09090909091;2.0;2.0;2.0;2.0;2.0;53364008
¿oliborz;warszawa;sady ¿oliborskie;.;.;missing;block;to_renovation;.;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;missing;52.262;https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-na-zoliborzu-ID3KOOk.html;20.96827;secondary;0;0;0;False;missing;308;439000.0;PLN;12;.;3;0;0;0;0;0;0;0;53;12;missing;.;sady ¿oliborskie;3;4;8283.018867924528;.;45.45;6.0;49.0;47.0;55487416
mokotów;warszawa;wierzbno;woronicza jana paw³a;.;missing;apartment;ready_to_use;.;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;missing;52.19832;https://www.otodom.pl/oferta/wykonczone-3-pokoje-na-mokotowie-ul-woronicza-ID3GRK0.html;21.01715;secondary;0;0;0;False;full_ownership;1546;701500.0;PLN;15;.;3;0;0;1;1;1;0;0;61;5;missing;2010;wierzbno;7;12;11500.0;9.0;9.0;9.0;9.0;9.0;54545368
ursynów;warszawa;ursynów-centrum;pileckiego witolda, rtm.;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.1489268;https://www.otodom.pl/oferta/pileckiego-mieszkanie-w-nowym-budownictwie-ID3KQBV.html;21.0332441;secondary;0;0;0;False;missing;350;325000.0;PLN;11;.;1;0;0;0;0;0;0;0;30;10;missing;.;ursynów-centrum;4;4;10833.333333333334;.;19.32075471698113;8.0;19.0;21.0;55494336
praga po³udnie;warszawa;saska kêpa;.;.;other;block;to_renovation;.;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;urban;52.228068839773044;https://www.otodom.pl/oferta/mieszkanie-na-saskiej-kepie-do-wynajmu-na-pokoje-ID3Ks4k.html;21.062181870825196;secondary;1;1;1;False;full_ownership;1123;420000.0;PLN;15;560.0;3;0;0;0;1;0;0;0;56;15;plastic;1965;saska kêpa;9;10;7500.0;54.0;54.0;54.0;54.0;54.0;55399996
¿oliborz;warszawa;stary ¿oliborz;bitwy pod rokitn¹;2016-02-08;brick;apartment;ready_to_use;.;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;0;1;urban;52.26971;https://www.otodom.pl/oferta/elegancie-mieszkanie-w-budynku-z-basenem-ID2TBz3.html;20.98462;secondary;1;1;1;True;full_ownership;13516;4300000.0;PLN;15;.;3;1;0;1;1;1;0;0;208;4;wooden;2004;stary ¿oliborz;9;9;20673.076923076922;15.0;15.0;15.0;15.0;15.0;42805113
ursynów;warszawa;ursynów pó³nocny;lachmana wac³awa;2018-08-08;concrete_plate;block;missing;.;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;urban;52.15659;https://www.otodom.pl/oferta/mieszkanie-na-ursynowie-nieopodal-sggw-ID3Iumo.html;21.0425;secondary;1;1;1;False;cooperative_ownership;636;429000.0;PLN;15;.;3;0;0;0;1;0;0;0;62;2;missing;1980;ursynów pó³nocny;2;10;6919.354838709677;39.0;39.0;39.0;39.0;39.0;54932148
bemowo;warszawa;bemowo-lotnisko;widawska;.;missing;block;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;urban;52.2535716;https://www.otodom.pl/oferta/mieszkanie-4-pokoje-bemowo-ul-widawska-ID3KEOg.html;20.9271507;secondary;1;1;1;True;full_ownership;276;659000.0;PLN;14;800.0;4;0;0;0;0;0;0;0;89;14;plastic;1999;bemowo-lotnisko;1;4;7404.494382022472;20.0;20.0;20.0;20.0;20.0;55448972
mokotów;warszawa;ksawerów;wielicka;.;brick;apartment;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;urban;52.186962;https://www.otodom.pl/oferta/przestronny-jasny-apartament-na-mokotowie-gornym-ID3Lego.html;21.021859;primary;0;0;0;True;share;198;2132660.0;PLN;5;.;4;0;1;0;1;1;0;0;147;5;wooden;2013;ksawerów;4;5;14507.891156462585;6.0;6.0;6.0;6.0;6.0;55585256
praga po³udnie;warszawa;goc³aw;.;.;brick;apartment;ready_to_use;.;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;urban;52.22976604;https://www.otodom.pl/oferta/trzy-pokojenowe-budownictwojasne-i-komfortowe-ID3LkRq.html;21.10505818;secondary;1;1;0;False;full_ownership;206;565000.0;PLN;4;330.0;3;0;0;0;0;1;0;0;53;4;plastic;2017;goc³aw;5;6;10660.377358490567;2.0;2.0;2.0;2.0;2.0;55610616
wola;warszawa;.;.;2018-09-01;reinforced_concrete;block;ready_to_use;.;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;urban;52.23338;https://www.otodom.pl/oferta/kawalerka-na-woli-metro-ksiecia-janusza-ID3HRxK.html;20.95718;secondary;1;1;0;False;full_ownership;2836;255000.0;PLN;15;400.0;1;0;1;0;1;0;0;0;27;3;plastic;1953;wola;3;3;9444.444444444445;66.0;66.0;66.0;66.0;66.0;54782936
bia³o³êka;warszawa;¿erañ;morelowa;.;other;apartment;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;1;missing;52.3068501;https://www.otodom.pl/oferta/ustawne-mieszkanie-w-bardzo-dobrej-cenie-ID3Ln80.html;20.9876096;primary;0;0;0;True;full_ownership;108;413700.0;PLN;3;.;3;0;1;1;1;0;0;0;65;3;missing;.;¿erañ;1;5;6364.615384615385;1.0;1.0;1.0;1.0;1.0;55619332
mokotów;warszawa;stary mokotów;huculska;.;brick;missing;to_completion;.;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;missing;52.2011444;https://www.otodom.pl/oferta/mieszkanie-182-05-m-warszawa-ID3Ltag.html;21.0280057;primary;1;1;0;True;full_ownership;72;3076645.0;PLN;2;1593.0;5;0;0;0;0;0;0;0;182;2;missing;2017;stary mokotów;6;6;16904.64285714286;2.0;2.0;2.0;2.0;2.0;55642536
ursynów;warszawa;natolin;lokajskiego eugeniusza;2018-12-01;concrete_plate;block;to_renovation;.;1;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;urban;52.1399701;https://www.otodom.pl/oferta/mieszkanie-59-60m2-metro-natolin-do-negocjacji-ID3L0Oc.html;21.064545;secondary;1;1;1;False;missing;568;495000.0;PLN;8;500.0;3;0;0;0;0;0;0;0;60;2;plastic;1985;natolin;3;3;8250.0;34.0;34.0;34.0;34.0;34.0;55533536
¿oliborz;warszawa;stary ¿oliborz;kozietulskiego jana leona;.;brick;tenement;ready_to_use;.;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;urban;52.265113939640486;https://www.otodom.pl/oferta/urokliwe-mieszkanie-w-sercu-starego-zoliborza-ID3EtJe.html;20.98434105026245;secondary;0;1;0;False;cooperative_ownership;2914;1445000.0;PLN;15;945.0;4;0;0;1;1;0;0;0;108;15;wooden;1935;stary ¿oliborz;3;3;13379.62962962963;84.0;84.0;84.0;84.0;84.0;53976408
œródmieœcie;warszawa;ujazdów;piêkna;.;brick;missing;ready_to_use;.;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;missing;52.2238489;https://www.otodom.pl/oferta/mieszkanie-53-27-m-warszawa-ID3K2YU.html;21.021151;secondary;1;1;0;True;full_ownership;466;690000.0;PLN;15;.;2;0;0;0;0;0;0;0;53;6;missing;1960;ujazdów;2;5;13018.867924528302;59.0;59.0;59.0;59.0;59.0;55303560
mokotów;warszawa;s³u¿ew;przemys³awa gintrowskiego;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.1702548;https://www.otodom.pl/oferta/nowe-budownictwo-ustawne-balkon-i-garaz-ID3KYPq.html;21.0084101;secondary;0;0;0;True;missing;255;597000.0;PLN;9;.;2;0;0;0;0;0;0;0;49;7;missing;2018;s³u¿ew;3;4;12183.673469387755;1.0;1.0;1.0;1.0;1.0;55525924
praga po³udnie;warszawa;saska kêpa;fieldorfa augusta emila „nila”, gen.;.;brick;block;ready_to_use;.;1;1;1;1;0;0;0;0;1;0;1;0;1;1;0;1;0;0;urban;52.2226341;https://www.otodom.pl/oferta/5-pokoi-z-tarasem-na-ostatnim-pietrze-ID3HPbV.html;21.0918511;secondary;0;0;0;False;cooperative_ownership_with_mortgage_register;1106;1250000.0;PLN;15;990.0;5;1;1;1;0;1;0;0;158;3;plastic;2005;saska kêpa;7;7;7911.392405063291;14.0;14.0;14.0;14.0;14.0;54773896
bia³o³êka;warszawa;tarchomin;.;2018-03-19;brick;apartment;ready_to_use;.;1;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;urban;52.31832;https://www.otodom.pl/oferta/bezposrednio-tarchomin-zamkniete-osiedle-60-m-2pok-ID3AFkz.html;20.9607;secondary;1;1;1;False;full_ownership;2481;373000.0;PLN;15;500.0;2;0;1;1;1;1;0;0;60;15;plastic;2009;tarchomin;groundfloor;4;6216.666666666667;10.0;10.0;10.0;10.0;10.0;53067695
ursynów;warszawa;natolin;.;.;brick;block;missing;.;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;urban;52.1389051;https://www.otodom.pl/oferta/przytulne-mieszkanie-w-cichej-zielonej-okolicy-ID3Kvco.html;21.0447905;secondary;1;1;0;False;cooperative_ownership;479;441000.0;PLN;15;.;2;0;0;0;1;1;0;0;49;15;plastic;2001;natolin;5;6;9000.0;18.0;18.0;18.0;18.0;18.0;55415872
praga pó³noc;warszawa;nowa praga;wileñska;.;other;apartment;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;missing;52.2581206;https://www.otodom.pl/oferta/kawalerka-z-duzym-balkonem-blisko-metro-ID3Loru.html;21.0401514;primary;0;0;0;True;missing;133;319500.0;PLN;3;.;1;0;1;0;1;0;0;0;30;2;missing;.;nowa praga;1;8;10650.0;1.0;1.0;1.0;1.0;1.0;55624384
¿oliborz;warszawa;.;.;.;missing;missing;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.26971;https://www.otodom.pl/oferta/mieszkanie-101-60-m-warszawa-ID3Kfy0.html;20.98462;secondary;0;0;0;False;missing;506;750000.0;PLN;15;.;4;0;0;0;0;0;0;0;102;15;missing;.;¿oliborz;3;4;7352.941176470588;.;33.1;2.0;47.5;1.0;55351864
praga pó³noc;warszawa;nowa praga;karola darwina;.;concrete_plate;block;to_renovation;.;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;urban;52.2633065;https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-w-doskonalej-lokalizacji-ID3K0Nm.html;21.0228643;secondary;1;1;1;True;full_ownership;482;340000.0;PLN;15;340.0;2;0;0;0;0;0;0;0;37;6;plastic;1972;nowa praga;groundfloor;10;9189.18918918919;47.0;47.0;47.0;47.0;47.0;55295156
¿oliborz;warszawa;stary ¿oliborz;mickiewicza adama;.;brick;tenement;ready_to_use;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;urban;52.262827;https://www.otodom.pl/oferta/klimatyczne-na-zoliborzu-ID3IvuM.html;20.9922102;secondary;0;0;0;False;missing;441;935000.0;PLN;15;.;4;0;0;0;0;0;0;0;99;1;missing;1935;stary ¿oliborz;4;4;9444.444444444445;84.0;84.0;84.0;84.0;84.0;54940356
bielany;warszawa;marymont-kaskada;zab³ociñska;.;missing;apartment;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;missing;52.2788035;https://www.otodom.pl/oferta/stylowa-inwestycja-niedaleko-metra-slodowiec-ID3LfiM.html;20.9637615;primary;0;0;0;True;missing;121;1447237.0;PLN;5;.;4;0;0;0;0;0;0;0;97;5;missing;.;marymont-kaskada;1;2;14919.969072164948;1.0;1.0;1.0;1.0;1.0;55589248
praga pó³noc;warszawa;szmulowizna;targowa;.;brick;tenement;to_completion;.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;missing;52.2516678;https://www.otodom.pl/oferta/mieszkanie-44-99-m-warszawa-ID3KYpC.html;21.0387182;secondary;1;1;0;True;full_ownership;255;448000.0;PLN;9;440.0;2;0;0;0;0;0;0;0;45;9;plastic;1928;szmulowizna;groundfloor;6;9955.555555555555;91.0;91.0;91.0;91.0;91.0;55524324
bemowo;warszawa;fort bema;edmunda jana osmañczyka;.;brick;missing;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;missing;52.2597343;https://www.otodom.pl/oferta/trzy-lub-cztery-pokoje-ID3K8SE.html;20.9311088;secondary;1;1;1;True;full_ownership;392;690000.0;PLN;15;.;3;0;0;0;0;0;0;0;81;15;wooden;2004;fort bema;4;5;8518.518518518518;15.0;15.0;15.0;15.0;15.0;55326236
bemowo;warszawa;górce;pe³czyñskiego tadeusza, gen.;.;other;apartment;to_completion;.;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;missing;52.2419112;https://www.otodom.pl/oferta/piekne-mieszkanie-z-2-ogrodkami-super-komunikacja-ID3L86k.html;20.9053732;primary;0;0;0;False;full_ownership;133;438406.0;PLN;6;.;3;0;1;0;1;1;0;0;53;3;missing;.;górce;groundfloor;14;8271.811320754718;1.0;1.0;1.0;1.0;1.0;55561568
bielany;warszawa;wawrzyszew;sándora petöfiego;.;concrete_plate;missing;ready_to_use;.;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;missing;52.2812648;https://www.otodom.pl/oferta/3pokojowe-zielone-bielany-blisko-metro-ID3KGuQ.html;20.9310639;secondary;0;0;0;False;missing;330;522000.0;PLN;14;.;3;0;0;0;0;0;0;0;57;1;missing;1982;wawrzyszew;9;15;9157.894736842105;37.0;37.0;37.0;37.0;37.0;55455456
wola;warszawa;.;.;.;breezeblock;apartment;ready_to_use;.;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;urban;52.23338;https://www.otodom.pl/oferta/wola-tower-2pok-60m2-ul-radziwie7-tylko-u-nas-ID3Fd1O.html;20.95718;secondary;1;1;1;False;full_ownership;1318;579000.0;PLN;15;500.0;2;0;0;0;0;1;0;0;60;13;plastic;2010;wola;2;8;9650.0;9.0;9.0;9.0;9.0;9.0;54150540
mokotów;warszawa;s³u¿ewiec;cybernetyki;.;other;block;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;missing;52.18;https://www.otodom.pl/oferta/mieszkanie-34-58-m-warszawa-ID3IrsE.html;20.99;secondary;0;0;0;True;missing;436;322000.0;PLN;15;.;2;0;0;0;0;0;0;0;35;3;plastic;2019;s³u¿ewiec;4;7;9200.0;0.0;0.0;0.0;0.0;0.0;54921004
ochota;warszawa;szczêœliwice;kurhan;.;brick;apartment;ready_to_use;.;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;gas;52.23614;https://www.otodom.pl/oferta/szczesliwice-106m2-4-pokoje-super-ochrona-park-ID3JTZ6.html;21.00817;secondary;1;1;0;True;full_ownership;413;899000.0;PLN;15;.;4;0;0;0;0;1;0;0;103;15;wooden;2000;szczêœliwice;groundfloor;3;8728.155339805826;19.0;19.0;19.0;19.0;19.0;55268976
mokotów;warszawa;.;.;.;reinforced_concrete;block;to_renovation;.;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;urban;52.19832;https://www.otodom.pl/oferta/okolice-domaniewskiej-79-m2-4-pokoje-1-pietro-ID3KXhu.html;21.01715;secondary;1;1;0;False;cooperative_ownership_with_mortgage_register;336;559000.0;PLN;9;.;4;0;0;0;0;0;0;0;79;7;plastic;1975;mokotów;1;10;7075.949367088608;44.0;44.0;44.0;44.0;44.0;55519976
praga po³udnie;warszawa;grochów;wiatraczna;.;brick;block;ready_to_use;.;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;urban;52.243;https://www.otodom.pl/oferta/elegancki-apartament-wiatraczna-residense-ID3I0sc.html;21.072999923706;secondary;0;0;0;True;missing;611;539000.0;PLN;15;.;2;0;0;1;0;0;0;0;59;7;missing;2009;grochów;5;6;9135.593220338984;10.0;10.0;10.0;10.0;10.0;54817188
wola;warszawa;odolany;kasprzaka marcina;2018-03-28;missing;block;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;missing;52.22701;https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-z-duzym-balkonem-ID3JCpG.html;20.95428;secondary;0;0;0;False;full_ownership;1344;402000.0;PLN;15;.;2;0;0;0;0;0;0;0;43;3;missing;2020;odolany;5;8;9348.837209302326;0.0;0.0;0.0;0.0;0.0;55201432
œródmieœcie;warszawa;ujazdów;czerniakowska;.;brick;tenement;ready_to_use;.;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;missing;52.23614;https://www.otodom.pl/oferta/mieszkanie-85-99-m-warszawa-ID3nNt6.html;21.00817;secondary;0;0;0;True;full_ownership;7315;599000.0;PLN;15;.;4;0;0;0;0;0;0;0;86;15;missing;1957;ujazdów;5;5;6965.116279069767;62.0;62.0;62.0;62.0;62.0;50000712
mokotów;warszawa;s³u¿ew;modzelewskiego zygmunta;.;missing;apartment;missing;.;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;urban;52.1751483;https://www.otodom.pl/oferta/mieszkanie-4pok-w-apartamentowcu-blisko-metra-ID3IjxS.html;21.0128004;secondary;0;0;0;True;full_ownership;620;650000.0;PLN;15;600.0;4;0;0;0;1;1;0;0;60;4;wooden;2013;s³u¿ew;4;7;10833.333333333334;6.0;6.0;6.0;6.0;6.0;54890576
bemowo;warszawa;.;.;.;missing;block;missing;.;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;missing;52.24091;https://www.otodom.pl/oferta/praktyczne-mieszkanie-po-remoncie-gorce-ID3HRKM.html;20.91133;secondary;0;0;0;False;cooperative_ownership;344;498000.0;PLN;15;.;3;0;0;0;0;0;0;0;65;3;plastic;.;bemowo;8;8;7661.538461538462;.;12.305084745762711;49.0;1.0;44.0;54783744
mokotów;warszawa;stary mokotów;wiktorska;.;brick;block;missing;.;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;urban;52.19879738537733;https://www.otodom.pl/oferta/mokotow-ul-wiktorska-36-m2-widna-kuchnia-ciche-ID3L28v.html;21.00927113013306;secondary;1;1;0;True;full_ownership;176;415000.0;PLN;7;400.0;1;0;0;0;1;0;0;0;36;7;plastic;1960;stary mokotów;2;3;11527.777777777777;59.0;59.0;59.0;59.0;59.0;55538640
wola;warszawa;mirów;grzybowska;.;concrete_plate;block;missing;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;missing;52.2346688;https://www.otodom.pl/oferta/mieszkanie-centrum-grzybowska-39m2-okazja-ID3KjdK.html;20.9907818;secondary;0;0;0;True;cooperative_ownership;300;459000.0;PLN;15;.;1;0;0;0;0;0;0;0;39;15;missing;1979;mirów;gt10;15;11769.23076923077;40.0;40.0;40.0;40.0;40.0;55365984
praga po³udnie;warszawa;grochów;zamieniecka;.;missing;block;ready_to_use;.;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;missing;52.2383952;https://www.otodom.pl/oferta/mieszkanie-praga-poludnie-2-pokoje-godne-uwagi-ID3JSqI.html;21.0996897;secondary;0;0;0;True;full_ownership;450;399000.0;PLN;15;.;2;0;0;0;0;0;0;0;48;4;missing;2005;grochów;3;missing;8312.5;14.0;14.0;14.0;14.0;14.0;55263000
ursynów;warszawa;stary imielin;xawerego dunikowskiego;.;brick;block;missing;.;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;missing;52.23614;https://www.otodom.pl/oferta/1-pokoj-31m-dunikowskiego-5min-do-metra-ID3JxA0.html;21.00817;secondary;0;0;0;False;missing;414;335000.0;PLN;15;350.0;1;0;0;0;0;0;0;0;31;4;plastic;.;stary imielin;4;missing;10806.451612903225;.;17.666666666666668;12.0;18.5;22.0;55182852
bia³o³êka;warszawa;¿erañ;ostródzka;.;brick;block;to_completion;.;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;missing;52.3242539;https://www.otodom.pl/oferta/sloneczna-kawalerka-idealna-dla-pary-lub-studenta-ID3Jhok.html;21.0483317;secondary;1;1;0;True;full_ownership;1065;191162.0;PLN;15;.;1;0;1;0;1;1;0;0;31;9;plastic;2018;¿erañ;1;2;6166.5161290322585;1.0;1.0;1.0;1.0;1.0;55120624
wola;warszawa;.;.;2018-09-15;missing;block;ready_to_use;.;0;0;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;urban;52.23338;https://www.otodom.pl/oferta/mieszkanie-w-swietnym-punkcie-ID3JMxV.html;20.95718;secondary;1;1;1;False;full_ownership;913;325000.0;PLN;15;320.0;2;0;0;0;1;1;0;0;33;15;plastic;.;wola;2;11;9848.484848484848;.;15.482758620689655;32.0;2.0;59.0;55240384
bia³o³êka;warszawa;.;.;.;missing;missing;missing;.;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;urban;52.32899;https://www.otodom.pl/oferta/mieszkanie-57-78-m-warszawa-ID3HjMs.html;21.00768;primary;0;0;0;False;full_ownership;447;343791.0;PLN;15;.;4;0;0;0;0;0;0;0;58;6;missing;2019;bia³o³êka;groundfloor;2;5927.431034482759;0.0;0.0;0.0;0.0;0.0;54653152
wawer;warszawa;.;.;.;brick;missing;to_completion;.;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;gas;52.21831667;https://www.otodom.pl/oferta/bardzo-tanie-mieszkanie-w-segmencie-z-garazem-ID3JyGo.html;21.13852994;primary;1;1;1;False;full_ownership;399;450000.0;PLN;15;.;3;0;0;0;0;0;0;0;65;4;plastic;2019;wawer;1;2;6923.076923076923;0.0;0.0;0.0;0.0;0.0;55187092
mokotów;warszawa;czerniaków;melomanów;.;missing;missing;missing;.;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;missing;52.2064308;https://www.otodom.pl/oferta/dla-lubiacych-otwarta-przestrzen-ID3Jdy4.html;21.0521789;secondary;0;0;0;True;missing;323;650000.0;PLN;15;.;2;0;0;0;0;0;0;0;74;4;missing;2001;czerniaków;2;missing;8783.783783783783;18.0;18.0;18.0;18.0;18.0;55105852
œródmieœcie;warszawa;œródmieœcie pó³nocne;¿urawia;.;missing;tenement;missing;.;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;missing;52.228365;https://www.otodom.pl/oferta/centrum-zurawia-2pokoje-kamienica-nowe-ID3KxnO.html;21.01495;secondary;1;1;0;True;full_ownership;339;666000.0;PLN;15;350.0;2;0;0;0;0;1;0;0;36;7;wooden;1911;œródmieœcie pó³nocne;4;5;18500.0;108.0;108.0;108.0;108.0;108.0;55420424
praga po³udnie;warszawa;kamionek;grochowska;.;brick;tenement;ready_to_use;.;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;urban;52.2449097;https://www.otodom.pl/oferta/kamienica-park-skaryszewski-ID3JvXK.html;21.0887778;secondary;1;1;0;True;full_ownership;300;464000.0;PLN;15;.;2;0;0;0;0;0;0;0;54;4;plastic;1955;kamionek;2;4;8592.592592592593;64.0;64.0;64.0;64.0;64.0;55180480
ochota;warszawa;szczêœliwice;budki szczêœliwickie;.;silikat;block;missing;.;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;urban;52.20997;https://www.otodom.pl/oferta/4-pokoje-ogrodek-przy-parku-szczesliwicim-ID3KnmY.html;20.96727;primary;0;0;0;False;full_ownership;321;995019.0;PLN;15;.;4;0;0;0;1;1;0;0;109;15;missing;2019;szczêœliwice;groundfloor;3;9128.614678899083;0.0;0.0;0.0;0.0;0.0;55381932
mokotów;warszawa;wyglêdów;rac³awicka;2018-04-25;other;block;missing;.;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;urban;52.19962;https://www.otodom.pl/oferta/rozkladowe-ciche-oddzielna-kuchnia-mozliwosc-zmian-ID3D8u0.html;21.02098;secondary;1;1;1;True;cooperative_ownership;2001;513000.0;PLN;15;.;3;0;0;1;1;1;0;0;57;5;missing;1972;wyglêdów;7;10;9000.0;47.0;47.0;47.0;47.0;47.0;53656412
wawer;warszawa;zerzeñ;heliotropów;.;brick;block;missing;.;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;missing;52.1820113;https://www.otodom.pl/oferta/dwupoziomowe-mieszkanie-62-m2-wawer-heliotropow-ID3L9gk.html;21.1368764;secondary;0;0;0;True;full_ownership;286;330000.0;PLN;6;.;2;0;0;0;0;0;0;0;62;2;missing;2004;zerzeñ;3;4;5322.580645161291;15.0;15.0;15.0;15.0;15.0;55566032
mokotów;warszawa;stegny;œw. bonifacego;2018-12-01;breezeblock;block;ready_to_use;.;1;1;1;1;1;1;0;1;0;1;1;0;1;0;0;0;0;0;urban;52.180072824043094;https://www.otodom.pl/oferta/stegny-sadyba-91m2-4-pok-2014-garaz-bezposrednio-ID3fRXV.html;21.05482444442749;secondary;1;1;1;True;full_ownership;503;860000.0;PLN;15;1100.0;4;0;1;0;1;1;0;0;91;5;wooden;2014;stegny;4;6;9450.54945054945;5.0;5.0;5.0;5.0;5.0;48111376
praga po³udnie;warszawa;kamionek;grochowska;.;missing;block;ready_to_use;.;0;1;0;1;0;1;0;1;0;1;1;0;1;1;0;0;0;0;urban;52.2449097;https://www.otodom.pl/oferta/mieszkanie-48m2-grochowska-2-pokoje-blisko-centrum-ID3KEhO.html;21.0887778;secondary;0;0;0;True;cooperative_ownership;632;430000.0;PLN;14;.;2;0;0;0;1;1;0;0;48;3;plastic;2005;kamionek;6;missing;8958.333333333334;14.0;14.0;14.0;14.0;14.0;55446960
