available;building_material;building_type;construction_status;district;equipment_dishwasher;equipment_fridge;equipment_oven;equipment_stove;equipment_tv;equipment_washing_machine;extras_air_conditioning;extras_balcony;extras_basement;extras_furniture;extras_garage;extras_garden;extras_lift;extras_separate_kitchen;extras_swimming_pool;extras_terrace;extras_two_storey;extras_usable_room;floor_num;heating;latitude;link;longitude;market;media_cable-television;media_internet;media_phone;ownership;page_views;price;price_currency;publicated;rent;rooms;security_alarm;security_anti_burglary_door;security_closed_area;security_entryphone;security_monitoring;security_roller_shutters;security_security;surface;updated;window;year_of_construction;Borough;City;Neighbourhood;Street;orig_street;Id
30 Lipca 2018;.;block;ready_to_use;praga-po³udnie;1;1;1;1;0;1;0;1;0;1;1;0;0;1;0;0;0;0;1 (z 2);gas;52.24168;https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-z-garazem-bezposrednio-ID3Flda.html;21.08406;secondary;0;0;0;full_ownership;1675;420000;PLN;ponad 14 dni temu;.;2;0;0;0;1;1;0;0;46.8;ponad 14 dni temu;plastic;2008;praga po³udnie;warszawa;olszynka grochowska;dêby;True;54181996
.;.;.;.;ochota;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;.;52.2004613;https://www.otodom.pl/oferta/mieszkanie-108-m-warszawa-ID3KQ3y.html;20.9629029;secondary;0;0;0;.;210;970000;PLN;30.08.2018;.;4;0;0;0;0;0;0;0;108;30.08.2018;.;.;ochota;warszawa;szczêœliwice;lirowa;True;55492204
.;.;.;.;ochota;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;6 (z 8);.;52.20997;https://www.otodom.pl/oferta/jasne-mieszkanie-z-duzym-salonem-ID3L5FS.html;20.96727;primary;0;0;0;full_ownership;370;546752;PLN;04.09.2018;.;3;0;0;0;1;0;0;0;69.65;04.09.2018;.;2020;ochota;warszawa;.;.;False;55552240
.;.;block;ready_to_use;bielany;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;parter (z 4);.;52.2821065;https://www.otodom.pl/oferta/rodzinne-komfortowe-mieszkanie-w-poblizu-metra-ID3LfwO.html;20.9365437;secondary;1;1;0;cooperative_ownership_with_mortgage_register;154;895000;PLN;05.09.2018;865 z³;4;0;0;0;0;0;0;0;82.6;05.09.2018;plastic;2000;bielany;warszawa;wawrzyszew;wolumen;True;55590056
.;concrete_plate;block;to_renovation;bielany;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;parter (z 13);urban;52.28570056;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-ID3Iu5y.html;20.93389251;secondary;0;0;0;.;624;285000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;35;08.09.2018;plastic;1976;bielany;warszawa;.;.;False;54931104
.;brick;.;ready_to_use;wawer;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1 (z 1);.;52.19622;https://www.otodom.pl/oferta/mieszkanie-69-90-m-warszawa-ID3Ltgc.html;21.17823;secondary;0;1;0;full_ownership;103;430000;PLN;08.09.2018;441 z³;3;0;0;0;0;0;0;0;69.9;08.09.2018;plastic;2003;wawer;warszawa;.;.;False;55642904
.;concrete_plate;block;to_completion;ursynów;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;3 (z 3);.;52.1583071;https://www.otodom.pl/oferta/mieszkanie-58-23-m-warszawa-ID3Ko0U.html;21.0529242;secondary;1;1;1;cooperative_ownership;348;480000;PLN;ponad 14 dni temu;420 z³;3;0;0;0;0;0;0;0;58.23;ponad 14 dni temu;plastic;1985;ursynów;warszawa;ursynów-centrum;czes³awa przybylskiego;False;55384408
.;.;.;.;wola;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2 (z 6);.;52.22371;https://www.otodom.pl/oferta/3-pok-stacja-kazimierz-z-oddzielna-kuchnia-ID3JElm.html;20.9431;secondary;0;0;0;.;748;485000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;56;07.09.2018;.;2018;wola;warszawa;odolany;jana kazimierza;True;55208852
.;other;apartment;to_completion;bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;1;parter (z 2);.;52.3407138;https://www.otodom.pl/oferta/wysoka-jakosc-wykonczenia-zielona-okolica-ID3K5QI.html;21.054724;primary;0;0;0;full_ownership;454;365950;PLN;ponad 14 dni temu;.;3;0;1;1;1;1;0;0;59.97;08.09.2018;.;2018;bia³o³êka;warszawa;kobia³ka;zdziarska;True;55314584
.;.;.;.;mokotów;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;2 (z 5);.;52.19832;https://www.otodom.pl/oferta/tylko-u-nas-wykonczone-2-pokoje-wprowadz-sie-dzis-ID3JaDO.html;21.01715;secondary;1;1;1;.;906;467000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;40.65;30.08.2018;.;2016;mokotów;warszawa;.;.;False;55094676
.;.;block;.;grochów;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4 (z 5);.;52.251085;https://www.otodom.pl/oferta/3-pokoje-na-grochowie-ID3LiAk.html;21.08436;secondary;0;0;0;full_ownership;168;369000;PLN;06.09.2018;430 z³;3;0;0;0;0;0;0;0;45.58;06.09.2018;plastic;1950;praga po³udnie;warszawa;grochów;.;False;55601868
.;aerated_concrete;block;to_renovation;bia³o³êka;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;parter (z 2);gas;52.33442;https://www.otodom.pl/oferta/mieszkanie-96-m-warszawa-ID3KB9G.html;20.93347;secondary;1;1;1;full_ownership;350;510000;PLN;ponad 14 dni temu;600 z³;3;0;0;1;1;1;0;0;96;27.08.2018;wooden;2000;bia³o³êka;warszawa;nowodwory;odkryta;True;55434924
.;.;apartment;ready_to_use;¿oliborz;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 5);urban;52.2597584;https://www.otodom.pl/oferta/nowoczesny-loftowy-apartament-137-m2-na-zoliborzu-ID3vLc3.html;20.968976;secondary;1;1;1;full_ownership;3052;1900000;PLN;ponad 14 dni temu;1 000 z³;4;0;0;0;0;1;0;0;137;ponad 14 dni temu;wooden;2017;¿oliborz;warszawa;sady ¿oliborskie;przasnyska;True;52136919
.;.;.;.;w³ochy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;.;52.2073483;https://www.otodom.pl/oferta/mieszkanie-60-m-warszawa-ID3KPQo.html;20.9140467;secondary;0;0;0;.;250;450000;PLN;30.08.2018;.;2;0;0;0;0;0;0;0;60;06.09.2018;.;.;w³ochy;warszawa;nowe w³ochy;cienista;True;55491388
.;concrete_plate;block;ready_to_use;bielany;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;parter (z 15);urban;52.23614;https://www.otodom.pl/oferta/okazja-3-ustawne-pokoje-na-bielanach-ID3HtFS.html;21.00817;secondary;0;1;0;full_ownership;1542;399000;PLN;ponad 14 dni temu;600 z³;3;0;0;0;0;0;0;0;56.8;01.09.2018;plastic;1979;bielany;warszawa;chomiczówka;kwitn¹ca;True;54691184
.;.;apartment;ready_to_use;ursynów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;5 (z 5);.;52.1421614;https://www.otodom.pl/oferta/3-rozkldowe-pokoje-balkon-garaz-metro-ID3I4ny.html;21.0646965;secondary;1;1;0;full_ownership;604;650000;PLN;ponad 14 dni temu;500 z³;3;0;0;0;0;1;0;0;72;03.09.2018;.;2010;ursynów;warszawa;natolin;belgradzka;True;54832276
.;.;.;.;¿oliborz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5 (z 8);.;52.26971;https://www.otodom.pl/oferta/mieszkanie-40-17-m-warszawa-ID3KfBK.html;20.98462;secondary;0;0;0;.;340;547800;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;40.17;ponad 14 dni temu;.;.;¿oliborz;warszawa;.;.;False;55352096
.;.;.;.;mokotów;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;parter (z 2);urban;52.208659;https://www.otodom.pl/oferta/nowy-czteropokojowy-apartament-mokotow-ID3KfrO.html;21.06748;primary;1;1;1;full_ownership;369;873393;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;100.39;ponad 14 dni temu;wooden;2018;mokotów;warszawa;.;.;False;55351480
.;other;apartment;to_completion;bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;5 (z 5);.;52.3068501;https://www.otodom.pl/oferta/przestronne-mieszkanie-dla-rodziny-cicha-okolica-ID3LmU0.html;20.9876096;primary;0;0;0;full_ownership;96;614700;PLN;07.09.2018;.;4;0;1;1;1;0;0;0;91.35;07.09.2018;.;.;bia³o³êka;warszawa;¿erañ;morelowa;True;55618464
.;.;.;.;bemowo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6 (z 11);.;52.24091;https://www.otodom.pl/oferta/przestronne-3-pokoje-dla-rodziny-od-zaraz-ID3KhiI.html;20.91133;secondary;1;1;1;.;829;445000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;63;30.08.2018;.;1983;bemowo;warszawa;.;.;False;55358604
.;.;block;to_completion;bemowo;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1 (z 3);.;52.23824636958341;https://www.otodom.pl/oferta/mieszkanie-dwupokojowe-w-doskonalej-lokalizacji-ID3KX96.html;20.89285767354126;primary;0;0;0;.;240;355440;PLN;01.09.2018;.;2;0;0;0;0;0;0;0;44.43;05.09.2018;.;.;bemowo;warszawa;jelonki pó³nocne;gen. meriana c. coopera;True;55519456
.;reinforced_concrete;block;ready_to_use;ursus;1;1;1;1;0;0;1;1;0;1;1;0;1;0;0;0;0;0;1 (z 6);urban;52.18832888140048;https://www.otodom.pl/oferta/mieszkanie-w-nowym-budownictwie-ID3KYGg.html;20.8982664894104;secondary;1;1;0;.;1119;440000;PLN;01.09.2018;750 z³;3;0;1;1;1;0;0;0;57;02.09.2018;plastic;2013;ursus;warszawa;skorosze;skoroszewska;True;55525356
.;.;block;to_completion;praga-pó³noc;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1 (z 7);urban;52.2610724;https://www.otodom.pl/oferta/ustawne-3pokoje-na-pradze-blisko-parku-ID3KfTS.html;21.0431214;primary;1;1;0;full_ownership;308;521900;PLN;ponad 14 dni temu;.;3;0;0;1;1;1;0;0;60.45;ponad 14 dni temu;plastic;.;praga pó³noc;warszawa;nowa praga;stalowa;True;55353220
1 Wrzeœnia 2018;.;.;.;mokotów;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;3 (z 11);.;52.19023;https://www.otodom.pl/oferta/mieszkanie-w-cichej-i-zielonej-czesci-mokotowa-ID3Inxe.html;20.98846;secondary;0;0;0;.;549;1115000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;105;07.09.2018;.;2005;mokotów;warszawa;wierzbno;woronicza jana paw³a;False;54905912
15 Wrzeœnia 2018;brick;apartment;to_completion;bemowo;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1 (z 7);urban;52.22387263452663;https://www.otodom.pl/oferta/okazja-odstapie-mieszkanie-2-pok-wola-nowe-ID3KSjy.html;20.94223240575764;primary;0;0;0;share;803;429000;PLN;30.08.2018;300 z³;2;0;0;0;0;1;0;0;45.81;06.09.2018;wooden;2018;wola;warszawa;odolany;jana kazimierza;True;55500884
.;.;.;.;ursynów;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1 (z 3);.;52.1522791;https://www.otodom.pl/oferta/mieszkanie-warszawa-ursynow-ID3KCTV.html;21.0224797;secondary;0;0;0;cooperative_ownership;356;620000;PLN;27.08.2018;.;4;0;0;0;0;0;0;0;80;27.08.2018;.;.;ursynów;warszawa;ursynów-centrum;janowskiego aleksandra;False;55441636
.;.;block;.;wawer;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1 (z 5);urban;52.233056;https://www.otodom.pl/oferta/wawer-63m2-3-pokoje-spokojna-okolica-ID3IRuQ.html;21.13718;primary;0;0;0;full_ownership;299;446000;PLN;ponad 14 dni temu;.;3;0;0;0;0;1;0;0;63;ponad 14 dni temu;plastic;2018;wawer;warszawa;.;.;False;55021084
.;.;apartment;to_completion;powiœle;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;4 (z 11);urban;52.23379498265055;https://www.otodom.pl/oferta/apartament-dwupokojowy-z-garderoba-i-balkonem-ID3BX60.html;21.03614955872194;primary;0;0;0;full_ownership;1632;817700;PLN;ponad 14 dni temu;.;2;0;1;1;1;1;0;0;62.9;06.09.2018;wooden;2013;œródmieœcie;warszawa;solec;.;False;53374312
21 Lipca 2018;breezeblock;block;to_completion;bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;2 (z 3);gas;52.32899;https://www.otodom.pl/oferta/42m-12m-balkon-zakup-bezposrednio-od-dewelopera-ID3IBn2.html;21.00768;primary;1;1;1;full_ownership;339;224000;PLN;ponad 14 dni temu;246 z³;2;0;1;1;1;1;0;0;42;31.08.2018;plastic;2019;bia³o³êka;warszawa;kobia³ka;mochtyñska;True;54959096
.;.;apartment;to_completion;mokotów;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;2 (z 8);.;52.19054645537062;https://www.otodom.pl/oferta/apartament-kilkaset-metrow-od-stacji-metra-ID3KVnO.html;21.014489248657227;primary;0;0;0;.;249;1827350;PLN;31.08.2018;.;4;0;0;0;1;0;0;0;104.42;08.09.2018;.;.;mokotów;warszawa;stary mokotów;skwer jacka kaczmarskiego;False;55516524
.;other;apartment;to_completion;bia³o³êka;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2 (z 3);.;52.32899;https://www.otodom.pl/oferta/kameralne-osiedle-w-niskiej-zabudowie-ID3Jnlu.html;21.00768;primary;0;0;0;full_ownership;595;378967;PLN;ponad 14 dni temu;.;3;0;0;1;1;1;0;0;55.18;01.09.2018;.;.;targówek;warszawa;bródno-podgrodzie;g³êbocka;True;55143512
.;.;apartment;ready_to_use;stara ochota;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;1 (z 5);urban;52.2212599;https://www.otodom.pl/oferta/2-pok-apartament-50m2-na-starej-ochocie-ID3LerS.html;20.9799194;secondary;1;1;0;full_ownership;148;650000;PLN;05.09.2018;350 z³;2;0;0;0;0;1;0;0;50;05.09.2018;.;2011;ochota;warszawa;stara ochota;kaliska;True;55585968
15 Lutego 2018;other;block;ready_to_use;bielany;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;0;0;parter (z 10);urban;52.27254727222146;https://www.otodom.pl/oferta/sprzedam-bezposrednio-3p-ID3qxw2.html;20.93750695504764;secondary;1;1;1;cooperative_ownership;3915;435000;PLN;ponad 14 dni temu;540 z³;3;1;1;0;1;1;1;0;51.4;05.09.2018;plastic;1972;bielany;warszawa;piaski;.;False;50654312
.;.;.;.;wola;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;3 (z 5);.;52.222054;https://www.otodom.pl/oferta/3-pokoje-balkon-komorka-lok-dobra-komunikacja-ID3GK76.html;20.93488;secondary;0;0;0;full_ownership;1083;740000;PLN;ponad 14 dni temu;590 z³;3;0;0;0;0;0;0;0;81.5;31.08.2018;plastic;2010;wola;warszawa;odolany;jana kazimierza;True;54516048
.;.;apartment;to_completion;bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;parter (z 3);.;52.335143;https://www.otodom.pl/oferta/kameralne-osiedle-przy-parku-henrykowskim-ID3L7rq.html;20.9758045;primary;0;0;0;.;164;220700;PLN;04.09.2018;.;1;0;0;1;0;1;0;0;28.2;06.09.2018;.;.;bia³o³êka;warszawa;henryków;klasyków;True;55559032
.;concrete_plate;block;.;goc³aw;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;10 (z 12);.;52.2201541;https://www.otodom.pl/oferta/mieszkanie-87-18-m-warszawa-ID3KbLy.html;21.0987282;secondary;1;1;0;cooperative_ownership;845;610000;PLN;ponad 14 dni temu;750 z³;4;0;0;0;0;0;0;0;87.18;ponad 14 dni temu;plastic;1989;praga po³udnie;warszawa;goc³aw;.;False;55337328
.;brick;block;to_renovation;zacisze;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 (z 2);urban;52.282986;https://www.otodom.pl/oferta/mieszkanie-121-20-m-warszawa-ID3Lai0.html;21.057354;secondary;1;1;0;full_ownership;198;650000;PLN;04.09.2018;1 500 z³;7;0;0;0;0;1;0;0;121.2;04.09.2018;plastic;1998;targówek;warszawa;zacisze;wojskowa;True;55569980
.;brick;block;to_completion;.;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 (z 2);.;52.23614;https://www.otodom.pl/oferta/idealne-dla-ciebie-widna-kuchnia-ID3HCEk.html;21.00817;primary;0;0;0;full_ownership;1333;252000;PLN;ponad 14 dni temu;.;2;0;0;1;1;1;0;0;41;03.09.2018;plastic;2017;bia³o³êka;warszawa;szamocin;vivaldiego antonia;False;54725684
.;reinforced_concrete;block;ready_to_use;mokotów;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;8 (z 10);urban;52.19592;https://www.otodom.pl/oferta/3-pokoje-galeria-mokotow-po-remoncie-8-pietro-ID3KZJ2.html;21.01403;secondary;0;0;0;full_ownership;343;485000;PLN;02.09.2018;.;3;0;0;0;0;0;0;0;49;03.09.2018;plastic;1967;mokotów;warszawa;.;.;False;55529372
.;.;block;to_completion;nowa praga;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;6 (z 6);urban;52.2581206;https://www.otodom.pl/oferta/od-dewelopera-bez-prowizji-150m2-3-poziomowe-ID3Kjxy.html;21.0401514;primary;1;1;1;full_ownership;281;1566400;PLN;ponad 14 dni temu;.;5;0;0;0;0;1;0;0;150;ponad 14 dni temu;.;2021;praga pó³noc;warszawa;nowa praga;wileñska;True;55367212
.;.;block;to_completion;bia³o³êka;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1 (z 2);.;52.3242539;https://www.otodom.pl/oferta/najtansza-kawalerka-bezposrednio-niska-zabudowa-ID3L6pi.html;21.0483317;secondary;0;0;0;full_ownership;205;191000;PLN;04.09.2018;.;1;0;1;1;1;1;0;0;30.94;04.09.2018;.;2018;bia³o³êka;warszawa;kobia³ka;ostródzka;True;55555056
1 Wrzeœnia 2018;other;.;ready_to_use;bia³o³êka;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;parter (z 3);.;52.3157106;https://www.otodom.pl/oferta/mieszkanie-86-40-m-warszawa-ID3KI5S.html;21.0578043;secondary;0;0;0;.;429;499000;PLN;28.08.2018;.;4;0;0;0;1;1;0;0;86.4;29.08.2018;plastic;2007;bia³o³êka;warszawa;dworska;skarbka z gór;True;55461596
.;brick;tenement;.;mokotów;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3 (z 5);.;52.196;https://www.otodom.pl/oferta/mieszkanie-60-m-warszawa-ID3z6e3.html;21.0133;secondary;0;0;0;full_ownership;2753;530000;PLN;ponad 14 dni temu;.;2;0;0;0;1;0;0;0;60;08.09.2018;.;.;mokotów;warszawa;wierzbno;odyñca antoniego edwarda;False;52694423
.;.;apartment;.;mokotów;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;parter (z 1);urban;52.18887;https://www.otodom.pl/oferta/apartament-na-prywatnej-wyspie-mokotow-fort-cze-ID3IG2k.html;21.0394;secondary;0;0;0;.;744;2725974;PLN;ponad 14 dni temu;.;3;0;0;1;0;1;0;0;168.27;ponad 14 dni temu;.;2018;mokotów;warszawa;wierzbno;idzikowskiego ludwika;False;54977032
.;other;block;.;bródno;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4 (z 4);.;52.3;https://www.otodom.pl/oferta/mieszkanie-66-m-warszawa-ID3JvvE.html;21.03;secondary;0;0;0;.;809;418000;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;66;03.09.2018;plastic;1971;targówek;warszawa;bródno;turmoncka;True;55178800
8 Sierpnia 2018;.;block;.;odolany;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;parter (z 8);.;52.22609;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-z-ogrodkiem-na-bliskiej-woli-ID3JDaE.html;20.95604;secondary;0;0;0;full_ownership;1833;299000;PLN;ponad 14 dni temu;.;2;0;1;1;0;1;0;0;32.34;07.09.2018;.;2018;wola;warszawa;odolany;.;False;55204344
.;.;block;to_completion;wola;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 12);urban;52.2344281;https://www.otodom.pl/oferta/3-pokoje-w-apartamentowcu-na-woli-70-m2-ID3KrTO.html;20.976939;primary;1;1;0;full_ownership;291;737006;PLN;ponad 14 dni temu;.;3;0;0;1;1;1;0;0;69.52;ponad 14 dni temu;wooden;.;wola;warszawa;mirów;karolkowa;True;55399344
.;brick;tenement;ready_to_use;œródmieœcie;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1 (z 4);urban;52.209387;https://www.otodom.pl/oferta/sloneczne-mieszkanie-na-podchorazych-srodmiescie-ID3GvZe.html;21.044417;secondary;1;1;0;full_ownership;701;599700;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;47.5;ponad 14 dni temu;plastic;1960;mokotów;warszawa;sielce;podchor¹¿ych;True;54465588
.;.;.;ready_to_use;ursynów;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1 (z 8);.;52.1428;https://www.otodom.pl/oferta/ursynow-2-pok-56-m2-garaz-ul-alternatywy-ID3Krmc.html;21.0367765;secondary;0;0;0;full_ownership;307;549000;PLN;ponad 14 dni temu;515 z³;2;0;0;0;0;0;0;0;56;09.09.2018;.;2007;ursynów;warszawa;stary imielin;alternatywy;True;55397260
.;.;block;to_completion;rembertów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 5);urban;52.26307;https://www.otodom.pl/oferta/ustawne-3-pokoje-w-okazyjnej-cenie-5-200-pln-m2-ID3L4jq.html;21.14584;primary;1;1;0;.;260;274664;PLN;03.09.2018;.;3;0;0;1;1;1;0;0;52.82;06.09.2018;plastic;.;rembertów;warszawa;.;.;False;55547004
.;.;.;.;wilanów;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 (z 4);.;52.1627893;https://www.otodom.pl/oferta/piekne-2-pokojowe-w-miasteczku-wilanow-ID3Lt8c.html;21.0796523;secondary;0;0;0;.;78;535000;PLN;08.09.2018;.;2;0;0;0;0;0;0;0;44;08.09.2018;.;2017;wilanów;warszawa;b³onia wilanowskie;kieœlowskiego krzysztofa;False;55642408
.;.;block;.;bemowo;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;2 (z 10);urban;52.2247244;https://www.otodom.pl/oferta/2-pokoje-na-bemowie-do-remontu-ID3KHpy.html;20.9138537;secondary;0;0;0;cooperative_ownership;670;250000;PLN;28.08.2018;380 z³;2;0;0;0;0;1;0;0;30;03.09.2018;wooden;1975;bemowo;warszawa;jelonki po³udniowe;borowej góry;True;55458972
.;brick;block;ready_to_use;œródmieœcie;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;4 (z 4);.;52.2518636;https://www.otodom.pl/oferta/mieszkanie-54-93-m-warszawa-ID3L09y.html;21.0056907;secondary;1;1;1;full_ownership;205;765000;PLN;02.09.2018;550 z³;3;0;0;0;0;0;0;0;54.93;02.09.2018;plastic;1956;œródmieœcie;warszawa;nowe miasto;ciasna;True;55531016
.;.;block;.;mokotów;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2 (z 3);.;52.2044145;https://www.otodom.pl/oferta/apartament-120m-na-starym-mokotowie-4-pokoje-ID3JboQ.html;20.9960935;secondary;0;0;0;.;454;1630000;PLN;ponad 14 dni temu;.;4;0;0;0;0;0;0;0;117.86;30.08.2018;.;2004;mokotów;warszawa;stary mokotów;¿aryna stanis³awa;False;55097592
.;.;block;ready_to_use;bia³o³êka;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;6 (z 7);urban;52.3469429;https://www.otodom.pl/oferta/atrakcyjne-2-pokojowe-mieszkanie-na-bialolece-ID3I5y4.html;20.940005;secondary;1;1;1;full_ownership;610;300000;PLN;ponad 14 dni temu;470 z³;2;0;0;0;0;1;0;0;50.3;06.09.2018;plastic;2003;bia³o³êka;warszawa;nowodwory;aluzyjna;True;54836772
.;other;block;.;skorosze;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;5 (z 6);.;52.19;https://www.otodom.pl/oferta/mieszkanie-66-30-m-warszawa-ID3I3kc.html;20.9;secondary;0;0;0;.;618;480000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;66.3;05.09.2018;plastic;2005;ursus;warszawa;skorosze;.;False;54828224
.;brick;tenement;.;œródmieœcie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4 (z 5);.;52.2378107;https://www.otodom.pl/oferta/mieszkanie-63-m-warszawa-ID3Jeny.html;21.0216683;secondary;0;0;0;.;411;1200000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;63;04.09.2018;plastic;1950;œródmieœcie;warszawa;nowe miasto;juliana bartoszewicza;False;55109044
.;reinforced_concrete;apartment;to_completion;praga-po³udnie;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;> 10 (z 17);urban;52.2449097;https://www.otodom.pl/oferta/przytulne-3-pokoje-w-juz-oddanej-inwestycji-ID3LigY.html;21.0887778;primary;1;1;0;.;131;542436;PLN;06.09.2018;.;3;0;0;1;1;1;0;0;55.25;06.09.2018;.;.;praga po³udnie;warszawa;kamionek;grochowska;True;55600668
.;other;apartment;to_completion;mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;5 (z 6);.;52.1986108;https://www.otodom.pl/oferta/apartament-w-spokojnej-czesci-mokotowa-2-balkony-ID3LmGQ.html;21.0464264;primary;0;0;0;.;105;1432290;PLN;07.09.2018;.;4;0;1;1;1;1;0;0;111.03;07.09.2018;.;.;mokotów;warszawa;sielce;bobrowiecka;True;55617648
.;brick;.;.;ursynów;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1 (z 3);.;52.23614;https://www.otodom.pl/oferta/mieszkanie-47-m-warszawa-ID3IWDS.html;21.00817;secondary;0;0;0;.;546;421000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;47;03.09.2018;plastic;.;ursynów;warszawa;stary imielin;roentgena wilhelma konrada ;False;55037020
.;reinforced_concrete;block;ready_to_use;œródmieœcie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3 (z 8);urban;52.23301291;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-w-centrum-z-parkingiem-ID3IxI0.html;21.00189375;secondary;0;0;0;full_ownership;483;480000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;36.04;09.09.2018;plastic;1970;wola;warszawa;mirów;pañska;True;54945020
