available;building_material;building_type;construction_status;district;equipment_dishwasher;equipment_fridge;equipment_oven;equipment_stove;equipment_tv;equipment_washing_machine;extras_air_conditioning;extras_balcony;extras_basement;extras_furniture;extras_garage;extras_garden;extras_lift;extras_separate_kitchen;extras_swimming_pool;extras_terrace;extras_two_storey;extras_usable_room;floor_num;heating;latitude;link;longitude;market;media_cable-television;media_internet;media_phone;ownership;page_views;price;price_currency;publicated;rent;rooms;security_alarm;security_anti_burglary_door;security_closed_area;security_entryphone;security_monitoring;security_roller_shutters;security_security;surface;updated;window;year_of_construction;Borough;City;Neighbourhood;Street;orig_street;Id
.;brick;tenement;ready_to_use;wola;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1 (z 5);urban;52.2395214;https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-sprzedaz-warszawa-ogrodowa-ID3JsPG.html;20.9924511;secondary;1;1;0;full_ownership;998;535000;PLN;ponad 14 dni temu;780 z³;2;0;0;0;0;0;0;0;49.16;09.09.2018;plastic;1950;wola;warszawa;mirów;ogrodowa;True;55164604
.;.;block;.;ursynów;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2 (z 3);.;52.13785;https://www.otodom.pl/oferta/mieszkanie-72-90-m-warszawa-ID3LqXS.html;21.02912;secondary;0;0;0;cooperative_ownership;147;599000;PLN;07.09.2018;.;3;0;0;0;0;0;0;0;72.9;07.09.2018;.;2000;ursynów;warszawa;kabaty;relaksowa;False;55634080
.;.;tenement;.;praga-pó³noc;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3 (z 6);.;52.2633;https://www.otodom.pl/oferta/mieszkanie-64-28-m-warszawa-ID3KoEo.html;21.02832;primary;0;0;0;full_ownership;312;587928;PLN;ponad 14 dni temu;.;3;0;0;0;1;0;0;0;64.28;04.09.2018;.;2020;praga pó³noc;warszawa;.;.;False;55386856
.;brick;apartment;ready_to_use;skorosze;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1 (z 2);gas;52.191683;https://www.otodom.pl/oferta/mieszkanie-40-90-m-warszawa-ID3KNVv.html;20.908638;secondary;1;1;0;full_ownership;365;339000;PLN;29.08.2018;250 z³;1;0;0;0;0;0;0;0;40.9;05.09.2018;wooden;2001;ursus;warszawa;skorosze;dzieci warszawy;True;55484080
16 Sierpnia 2018;brick;tenement;to_renovation;œródmieœcie;1;1;1;1;0;0;0;1;1;0;0;0;1;1;0;0;0;0;3 (z 4);urban;52.218573122834385;https://www.otodom.pl/oferta/klimatyczny-apartament-w-przedwojennej-kamienicy-ID3K2r6.html;21.004537528991694;secondary;1;1;1;cooperative_ownership;1091;2200000;PLN;ponad 14 dni temu;900 z³;4;0;0;0;1;0;0;0;124;07.09.2018;plastic;1923;œródmieœcie;warszawa;œródmieœcie po³udniowe;aleja niepodleg³oœci;False;55301464
.;other;block;ready_to_use;mokotów;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;2 (z 3);.;52.175693952705444;https://www.otodom.pl/oferta/3-pokojowy-apartament-na-mokotowie-ID3Ksje.html;21.062904092559815;secondary;0;0;0;.;299;798490;PLN;ponad 14 dni temu;.;3;0;0;1;1;1;0;0;103.7;ponad 14 dni temu;.;.;wilanów;warszawa;wilanów wysoki;na³êczowska;True;55400920
.;brick;block;ready_to_use;targówek;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2 (z 3);urban;52.23614;https://www.otodom.pl/oferta/polecam-ID3JUS0.html;21.00817;secondary;1;1;1;cooperative_ownership_with_mortgage_register;408;368000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;55;ponad 14 dni temu;.;1999;targówek;warszawa;bródno;palestyñska;True;55272380
.;.;.;.;lewandów;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1 (z 1);.;52.31692;https://www.otodom.pl/oferta/ostatnie-mieszkanie-160-m2-z-garazem-ID3JR0A.html;21.10224;primary;0;0;0;.;602;469000;PLN;ponad 14 dni temu;.;5;0;0;0;0;0;0;0;160;ponad 14 dni temu;.;2017;bia³o³êka;warszawa;grodzisk;lewandów;True;55257536
.;.;block;to_completion;bia³o³êka;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1 (z 2);.;52.3258294;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-z-oddzielna-kuchnia-ID3KGM4.html;21.0485453;secondary;0;0;0;full_ownership;148;374000;PLN;27.08.2018;.;3;0;1;1;1;1;0;0;69.25;03.09.2018;.;2018;bia³o³êka;warszawa;kobia³ka;ostródzka;True;55456524
.;.;apartment;.;mirów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;6 (z 7);.;52.23914;https://www.otodom.pl/oferta/klimatyzowany-apartament-przy-ul-chlodnej-ID3JI1V.html;20.9958;secondary;0;0;0;full_ownership;348;890000;PLN;ponad 14 dni temu;450 z³;2;0;0;0;0;1;0;0;59.1;08.09.2018;wooden;2007;wola;warszawa;mirów;.;False;55223024
.;.;apartment;.;wola;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;7 (z 12);urban;52.235895;https://www.otodom.pl/oferta/w-pelni-wyposazone-w-wysokim-standardzie-metro-ID3JONe.html;20.95925;secondary;0;0;0;.;400;537000;PLN;ponad 14 dni temu;220 z³;2;0;0;0;0;0;0;0;41.58;ponad 14 dni temu;plastic;2012;wola;warszawa;.;.;False;55249020
.;.;apartment;to_completion;ochota;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;5 (z 8);urban;52.20997;https://www.otodom.pl/oferta/nowosc-ustawna-kawalerka-29m2-balkon-skm-wkd-ID3K4CY.html;20.96727;primary;1;1;0;full_ownership;334;271700;PLN;ponad 14 dni temu;.;1;0;0;1;1;1;0;0;28.6;ponad 14 dni temu;plastic;.;ochota;warszawa;.;.;False;55309888
18 Lipca 2018;.;apartment;.;natolin;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;4 (z 5);urban;52.1442234;https://www.otodom.pl/oferta/apartament-na-sengera-blisko-metro-ID3JlXi.html;21.0657378;secondary;0;0;0;full_ownership;543;820000;PLN;ponad 14 dni temu;900 z³;6;0;0;0;1;1;0;0;125;02.09.2018;plastic;1993;ursynów;warszawa;natolin;.;False;55138168
.;breezeblock;apartment;ready_to_use;piaski;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3 (z 4);other;52.23614;https://www.otodom.pl/oferta/mieszkanie-115-20-m-warszawa-ID3Ixg8.html;21.00817;secondary;0;0;0;cooperative_ownership;454;769000;PLN;ponad 14 dni temu;.;4;0;0;1;1;0;0;0;115.2;09.09.2018;plastic;2000;bielany;warszawa;piaski;zgrupowania ak ¿mija;True;54943292
.;brick;apartment;ready_to_use;s³u¿ewiec;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0;1;4 (z 6);urban;52.177998168945;https://www.otodom.pl/oferta/klimatyzacja-3-pok-z-osobna-kuchnia-ul-obrzezna-ID3JMz2.html;21.008;secondary;1;1;1;.;886;675000;PLN;ponad 14 dni temu;.;3;0;0;1;0;1;0;0;66.42;03.09.2018;.;2009;mokotów;warszawa;s³u¿ewiec;obrze¿na;True;55240452
.;.;block;.;praga-pó³noc;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1 (z 6);.;52.2633;https://www.otodom.pl/oferta/mieszkanie-43-60-m-warszawa-ID3I3RK.html;21.02832;primary;0;0;0;full_ownership;201;500000;PLN;ponad 14 dni temu;.;2;0;0;0;1;0;0;0;43.6;04.09.2018;.;2020;praga pó³noc;warszawa;.;.;False;54830304
.;silikat;block;.;ochota;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3 (z 3);urban;52.20997;https://www.otodom.pl/oferta/ostatnie-pietro-taras-ID3KrOc.html;20.96727;primary;0;0;0;full_ownership;315;1262918;PLN;ponad 14 dni temu;.;5;0;0;0;1;1;0;0;112.1;29.08.2018;.;2019;ochota;warszawa;szczêœliwice;budki szczêœliwickie;False;55398996
.;.;block;to_completion;bemowo;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;3;.;52.23824636958341;https://www.otodom.pl/oferta/mieszkanie-dwupokojowe-na-bemowie-ID3KX6Q.html;20.89285767354126;primary;0;0;0;.;232;418480;PLN;31.08.2018;.;2;0;0;0;0;0;0;0;52.31;05.09.2018;.;.;bemowo;warszawa;jelonki pó³nocne;gen. meriana c. coopera;True;55519316
.;brick;tenement;.;œródmieœcie;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;parter (z 4);.;52.2302551;https://www.otodom.pl/oferta/mieszkanie-120-m-warszawa-ID3Laas.html;21.036335;secondary;0;0;0;.;164;1649000;PLN;04.09.2018;900 z³;3;0;0;0;0;0;0;0;120;04.09.2018;.;1928;œródmieœcie;warszawa;solec;okr¹g;True;55569512
.;.;.;.;ursus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;parter;.;52.1982874;https://www.otodom.pl/oferta/mieszkanie-59-08-m-warszawa-ID3KPQc.html;20.8985509;secondary;0;0;0;.;221;472850;PLN;30.08.2018;.;3;0;0;0;0;0;0;0;59.08;03.09.2018;.;.;ursus;warszawa;skorosze;poczty gdañskiej;True;55491376
.;.;block;ready_to_use;bemowo;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;7 (z 8);urban;52.253166;https://www.otodom.pl/oferta/dobra-oferta-trzech-pokoi-na-bemowie-ID3K9Fa.html;20.92401;secondary;1;1;0;full_ownership;686;525000;PLN;ponad 14 dni temu;500 z³;3;0;1;0;0;0;0;0;69.89;29.08.2018;plastic;2002;bemowo;warszawa;bemowo-lotnisko;widawska;True;55329244
.;concrete_plate;block;.;bielany;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;10 (z 15);urban;52.28161;https://www.otodom.pl/oferta/3-pok-bielany-za-gotowke-ID3HJk0.html;20.97422;secondary;0;0;0;cooperative_ownership;403;430000;PLN;ponad 14 dni temu;.;3;0;0;0;1;0;0;0;58.5;04.09.2018;.;.;bielany;warszawa;.;.;False;54751332
.;.;block;to_completion;bemowo;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 3);.;52.23824636958341;https://www.otodom.pl/oferta/piekne-mieszkanie-trzypokojowe-w-warszawie-ID3KX1y.html;20.89285767354126;primary;0;0;0;.;192;520769;PLN;31.08.2018;.;3;0;0;0;0;0;0;0;66.34;05.09.2018;.;.;bemowo;warszawa;jelonki pó³nocne;gen. meriana c. coopera;True;55518988
.;concrete_plate;block;ready_to_use;chomiczówka;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;0;1 (z 15);.;52.2758993;https://www.otodom.pl/oferta/bielany-3pokojowe-do-zamieszkania-ID3Ls0v.html;20.9232479;secondary;1;1;0;cooperative_ownership_with_mortgage_register;140;439000;PLN;08.09.2018;820 z³;3;0;0;0;0;0;0;0;56.8;08.09.2018;plastic;1978;bielany;warszawa;chomiczówka;josepha conrada;True;55638088
.;brick;block;ready_to_use;bia³o³êka;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;7 (z 8);urban;52.319128;https://www.otodom.pl/oferta/2-pok-mozliwe-3-swietna-lokalizacja-bialoleka-ID3Kkok.html;20.958647;secondary;1;1;1;cooperative_ownership_with_mortgage_register;488;450000;PLN;ponad 14 dni temu;497 z³;2;0;0;0;0;1;0;0;58.65;06.09.2018;plastic;2009;bia³o³êka;warszawa;tarchomin;myœliborska;True;55370484
.;brick;.;to_completion;mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1 (z 6);.;52.2011444;https://www.otodom.pl/oferta/mieszkanie-90-28-m-warszawa-ID3Lk3u.html;21.0280057;primary;1;1;0;full_ownership;122;1128500;PLN;06.09.2018;811 z³;2;0;0;0;0;0;0;0;90.28;06.09.2018;wooden;2017;mokotów;warszawa;stary mokotów;huculska;True;55607520
2 Sierpnia 2018;.;row_house;.;stara mi³osna;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;parter (z 2);.;52.21917;https://www.otodom.pl/oferta/mieszkanie-dwupoziomowe-z-ogrodkiem-i-garazem-ID3JhtG.html;21.2352;secondary;1;1;0;full_ownership;1999;510000;PLN;ponad 14 dni temu;260 z³;3;0;1;1;1;0;0;0;106;09.09.2018;.;2008;weso³a;warszawa;stara mi³osna;dworkowa;True;55120956
.;.;apartment;.;m³ynów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;5 (z 6);urban;52.2463922;https://www.otodom.pl/oferta/mieszkanie-62-m-warszawa-ID3LjCU.html;20.9642937;secondary;0;0;0;full_ownership;119;620000;PLN;06.09.2018;.;2;0;0;1;1;0;0;0;62;06.09.2018;plastic;2016;wola;warszawa;m³ynów;œw. stanis³awa;True;55605872
.;concrete_plate;block;to_renovation;bródno;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2 (z 4);urban;52.309999237061;https://www.otodom.pl/oferta/mieszkanie-47-m-warszawa-ID3L1G8.html;21.050000915527;secondary;1;0;1;.;265;325000;PLN;03.09.2018;.;3;0;0;0;0;0;0;0;47;07.09.2018;.;1970;targówek;warszawa;bródno;chodecka;True;55536880
.;.;block;.;¿oliborz;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;parter (z 4);urban;52.2671722;https://www.otodom.pl/oferta/mieszkanie-66-m-warszawa-ID3L9Us.html;20.9804729;secondary;0;0;0;cooperative_ownership;167;629000;PLN;04.09.2018;.;3;0;0;0;1;0;0;0;66;04.09.2018;plastic;1960;¿oliborz;warszawa;stary ¿oliborz;krasiñskiego zygmunta;False;55568520
.;reinforced_concrete;block;to_completion;wilanów;1;1;1;1;0;0;1;1;0;1;1;0;1;0;0;1;0;0;2 (z 4);urban;52.165783746866936;https://www.otodom.pl/oferta/mieszkanie-warszawa-wilanow-ul-rzeczypospolitej-ID3krkY.html;21.069915855541993;primary;1;1;0;.;260;1230000;PLN;ponad 14 dni temu;.;4;0;0;1;1;1;0;0;104.28;28.08.2018;plastic;2017;wilanów;warszawa;b³onia wilanowskie;rzeczypospolitej;False;49200656
.;other;apartment;to_completion;bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;3 (z 4);.;52.32899;https://www.otodom.pl/oferta/dwupoziomowe-mieszkanie-w-rewelacyjnej-cenie-ID3JS1V.html;21.00768;primary;0;0;0;full_ownership;406;468700;PLN;ponad 14 dni temu;.;5;0;1;1;1;0;0;0;92.4;ponad 14 dni temu;.;2017;bia³o³êka;warszawa;szamocin;p³ochociñska;True;55261464
.;.;apartment;.;wilanów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 4);.;52.15935;https://www.otodom.pl/oferta/80-mkw-przestrzeni-wygody-potrzebnej-ci-do-zycia-ID3JPIU.html;21.07775;secondary;0;1;0;full_ownership;680;749000;PLN;ponad 14 dni temu;490 z³;3;0;0;0;0;0;0;0;80;ponad 14 dni temu;wooden;2011;wilanów;warszawa;.;.;False;55252596
.;.;.;.;grochów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1 (z 3);urban;52.23614;https://www.otodom.pl/oferta/3-pokoje-alarm-winda-garaz-podziemny-ID3Ja4U.html;21.00817;secondary;1;1;1;full_ownership;635;550000;PLN;ponad 14 dni temu;650 z³;3;0;0;0;0;1;0;0;73;30.08.2018;plastic;2009;praga po³udnie;warszawa;grochów;.;False;55092512
.;concrete_plate;block;to_renovation;bielany;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;parter (z 10);urban;52.29359;https://www.otodom.pl/oferta/przytulne-2-osobne-pokoje-do-wlasnej-aranzacji-ID3IU4s.html;20.92645;secondary;1;1;1;.;516;285000;PLN;ponad 14 dni temu;330 z³;2;0;0;0;0;0;0;0;34;ponad 14 dni temu;plastic;1976;bielany;warszawa;.;.;False;55030980
.;other;apartment;to_completion;w³ochy;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;5 (z 5);.;52.2124006;https://www.otodom.pl/oferta/dojazd-do-centrum-w-12-minut-piekna-okolica-ID3KW9y.html;20.9217771;primary;0;0;0;full_ownership;270;999000;PLN;31.08.2018;.;4;0;1;1;1;1;0;0;125.9;01.09.2018;.;.;w³ochy;warszawa;stare w³ochy;potrzebna;True;55511796
.;.;.;to_completion;mokotów;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5 (z 7);.;52.17745064;https://www.otodom.pl/oferta/mokotow-dla-ciebie-lub-pod-inwestycje-ID3Hq20.html;20.99444032;primary;0;0;0;full_ownership;6324;461895;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;55.65;01.09.2018;.;2019;mokotów;warszawa;.;.;False;54677180
.;other;apartment;to_completion;nowa praga;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1 (z 6);.;52.2610724;https://www.otodom.pl/oferta/wyjatkowy-klimat-praskich-kamienic-blisko-metro-ID3Leyg.html;21.0431214;primary;0;0;0;full_ownership;140;290400;PLN;05.09.2018;.;1;0;1;0;1;0;0;0;30.57;06.09.2018;.;.;praga pó³noc;warszawa;nowa praga;stalowa;True;55586364
.;concrete_plate;block;to_renovation;wola;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;> 10 (z 15);urban;52.23338;https://www.otodom.pl/oferta/kawalerka-27-m2-w-centrum-ID3JM0M.html;20.95718;secondary;0;0;0;cooperative_ownership;413;330000;PLN;ponad 14 dni temu;.;1;0;0;0;0;1;0;0;27;ponad 14 dni temu;.;1974;wola;warszawa;.;.;False;55238328
.;concrete_plate;block;ready_to_use;bemowo;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;2 (z 10);.;52.2299598;https://www.otodom.pl/oferta/mieszkanie-61-m-warszawa-ID3Ltg8.html;20.910354;secondary;1;1;0;.;85;525000;PLN;08.09.2018;500 z³;3;0;0;0;0;0;0;0;61;08.09.2018;plastic;1986;bemowo;warszawa;jelonki pó³nocne;wac³awa borowego;False;55642900
.;.;apartment;to_completion;bia³o³êka;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;parter (z 2);.;52.3326536;https://www.otodom.pl/oferta/cicha-i-spokojna-okolica-super-cena-ID3Lpfm.html;21.055613;primary;0;0;0;.;89;233294;PLN;07.09.2018;.;2;0;0;0;1;0;0;0;34.82;07.09.2018;.;.;bia³o³êka;warszawa;grodzisk;.;False;55627476
.;.;apartment;to_completion;mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1 (z 7);.;52.1764506;https://www.otodom.pl/oferta/dwustronne-mieszkanie-w-przepieknej-okolicy-ID3LnFm.html;20.9935391;primary;0;0;0;.;90;443061;PLN;07.09.2018;.;3;0;0;0;1;0;0;0;51.82;07.09.2018;.;.;mokotów;warszawa;s³u¿ewiec;cybernetyki;True;55621400
.;brick;apartment;ready_to_use;œródmieœcie;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;5 (z 7);urban;52.2566964;https://www.otodom.pl/oferta/mieszkanie-63-m-warszawa-ID3IgAk.html;20.9920342;secondary;0;0;0;.;347;840000;PLN;ponad 14 dni temu;.;2;0;0;0;0;0;0;0;63;07.09.2018;.;2005;œródmieœcie;warszawa;muranów;s³omiñskiego zygmunta;False;54879196
1 Sierpnia 2018;brick;apartment;ready_to_use;bemowo;1;1;1;1;0;0;0;1;0;1;1;0;1;0;0;1;0;0;4 (z 5);urban;52.253732249573716;https://www.otodom.pl/oferta/ksiecia-boleslawa-obroncow-tobruku-z-wid-na-park-ID3yXuf.html;20.935276762084957;secondary;1;1;1;full_ownership;4152;1190000;PLN;ponad 14 dni temu;750 z³;3;1;1;1;1;1;1;0;90;05.09.2018;wooden;2006;bemowo;warszawa;fort bema;ksiêcia boles³awa;False;52660831
.;.;.;.;praga-po³udnie;1;1;1;1;0;1;0;1;1;1;1;0;1;1;0;1;0;1;7;.;52.24168;https://www.otodom.pl/oferta/wyjatkowy-taras-piekne-zachody-slonca-garaz-ID3JLrq.html;21.08406;secondary;1;1;1;full_ownership;1931;830000;PLN;ponad 14 dni temu;1 020 z³;3;0;1;1;1;1;1;0;95;08.09.2018;plastic;2001;praga po³udnie;warszawa;goc³aw;poligonowa;True;55236136
31 Sierpnia 2018;brick;tenement;ready_to_use;praga-pó³noc;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;parter (z 3);urban;52.25940893022624;https://www.otodom.pl/oferta/3-pokoje-po-gruntownym-remoncie-wlasnosc-z-kw-ID3KRy0.html;21.060788966687007;secondary;1;1;0;full_ownership;1841;399000;PLN;30.08.2018;550 z³;3;0;1;1;1;0;0;0;61.8;05.09.2018;plastic;1955;praga pó³noc;warszawa;szmulowizna;siedlecka;True;55497936
.;reinforced_concrete;block;to_completion;bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;3 (z 5);urban;52.3068501;https://www.otodom.pl/oferta/nowa-inwestycja-ustawne-m3-z-balkonem-7m2-ID3LhS8.html;20.9876096;primary;1;1;0;full_ownership;122;389800;PLN;06.09.2018;.;3;0;0;1;1;1;0;0;58.61;06.09.2018;plastic;.;bia³o³êka;warszawa;¿erañ;morelowa;True;55599128
.;.;block;.;bia³o³êka;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;2 (z 3);urban;52.316954;https://www.otodom.pl/oferta/mieszkanie-67-m-warszawa-ID3L9UI.html;21.0592891;secondary;0;0;0;full_ownership;136;469000;PLN;04.09.2018;500 z³;4;0;0;1;1;0;0;0;67;04.09.2018;plastic;2006;bia³o³êka;warszawa;dworska;skarbka z gór;True;55568536
2 Lipca 2018;concrete_plate;block;.;œródmieœcie;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;> 10 (z 15);urban;52.23578;https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-w-samym-centrum-po-remoncie-ID3HflG.html;20.99914;secondary;1;1;0;cooperative_ownership;2367;570000;PLN;ponad 14 dni temu;.;3;0;0;0;1;1;0;0;48.07;03.09.2018;.;1970;wola;warszawa;mirów;grzybowska;True;54636116
1 Stycznia 2019;.;block;ready_to_use;stare w³ochy;1;1;1;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;2 (z 3);gas;52.20148;https://www.otodom.pl/oferta/stare-wlochy-3-pokoje-do-zamieszkania-klimatyzacja-ID3K0UM.html;20.9249;secondary;0;1;0;full_ownership;872;705000;PLN;ponad 14 dni temu;560 z³;3;0;1;1;1;1;0;0;68.5;30.08.2018;plastic;2003;w³ochy;warszawa;stare w³ochy;.;False;55295616
.;.;block;ready_to_use;tarchomin;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1 (z 3);urban;52.3296983;https://www.otodom.pl/oferta/dwustronne-mieszkanie-na-srumykowej-ID3KObq.html;20.9455248;secondary;1;1;0;full_ownership;334;490000;PLN;29.08.2018;550 z³;3;0;0;0;0;1;0;0;74;03.09.2018;plastic;2003;bia³o³êka;warszawa;tarchomin;strumykowa;True;55485004
.;.;.;.;ochota;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;4 (z 8);.;52.20997;https://www.otodom.pl/oferta/widna-kuchnia-3pokoje-51m2-balkon-ID3L5G4.html;20.96727;primary;0;0;0;full_ownership;158;416302;PLN;04.09.2018;.;3;0;0;0;1;0;0;0;51.08;04.09.2018;.;2020;ochota;warszawa;.;.;False;55552252
25 Kwietnia 2018;brick;apartment;ready_to_use;ursynów;1;1;1;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;3 (z 3);urban;52.13785;https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-80m2-z-tarasem-o-pow-60m2-ID3D3c0.html;21.02912;secondary;1;1;1;full_ownership;3618;869000;PLN;ponad 14 dni temu;740 z³;3;1;0;1;1;1;0;0;80.56;07.09.2018;plastic;2010;ursynów;warszawa;stary imielin;rybitwy;True;53636076
.;.;apartment;.;mokotów;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2 (z 7);urban;52.176774;https://www.otodom.pl/oferta/mokotow-3-pokoje-55m2-450-tys-zl-ID3KyXm.html;20.99937;primary;1;0;1;full_ownership;1121;450000;PLN;ponad 14 dni temu;.;3;0;0;1;0;0;0;0;55;ponad 14 dni temu;plastic;2018;mokotów;warszawa;.;.;False;55426472
.;.;.;.;praga-pó³noc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3 (z 5);.;52.306070733967;https://www.otodom.pl/oferta/mieszkanie-59-91-m-warszawa-ID3I05u.html;20.988823477813;primary;0;0;0;.;2579;378000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;59.91;03.09.2018;.;2019;praga pó³noc;warszawa;.;.;False;54815780
.;.;block;to_completion;ursynów;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;parter (z 4);urban;52.1636329;https://www.otodom.pl/oferta/2-pokoje-ogrod-z-widokiem-na-jeziorko-ID3KIAM.html;20.9922648;secondary;0;0;0;.;274;370000;PLN;28.08.2018;.;2;0;0;0;0;0;0;0;45.28;28.08.2018;plastic;2020;mokotów;warszawa;s³u¿ewiec;k³obucka;True;55463512
.;.;house;to_completion;wawer;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;parter (z 1);gas;52.16464236506994;https://www.otodom.pl/oferta/kameralne-bezczynszowe-z-ogrodem-ID3KUPy.html;21.215995502929683;primary;0;0;0;full_ownership;711;359000;PLN;31.08.2018;.;3;0;0;1;0;0;0;0;60;06.09.2018;plastic;2019;wawer;warszawa;.;.;False;55510556
.;.;block;to_completion;bia³o³êka;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;3 (z 4);urban;52.3365764;https://www.otodom.pl/oferta/oddane-dwupoziomowe-m5-107m2-dwa-balkony-ID3LnFC.html;21.0293071;primary;1;1;0;.;103;537300;PLN;07.09.2018;.;5;0;0;1;1;1;0;0;107.2;07.09.2018;plastic;.;bia³o³êka;warszawa;szamocin;p³ochociñska;True;55621416
.;.;.;.;goc³aw;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;parter (z 8);.;52.23161;https://www.otodom.pl/oferta/jasne-ogrodek-loggia-tuz-przy-balatonie-ID3ITWK.html;21.08525;secondary;0;0;0;full_ownership;568;699000;PLN;ponad 14 dni temu;.;3;0;0;0;0;0;0;0;71.79;ponad 14 dni temu;.;2016;praga po³udnie;warszawa;goc³aw;.;False;55030440
.;.;.;.;goc³aw;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;parter (z 6);.;52.23;https://www.otodom.pl/oferta/goclaw-mieszkanie-2-pokojowe-ID3IcF2.html;21.08;primary;0;0;0;full_ownership;1040;349245;PLN;ponad 14 dni temu;320 z³;2;0;0;0;0;1;0;0;45.36;ponad 14 dni temu;wooden;2019;praga po³udnie;warszawa;goc³aw;.;False;54864112
.;concrete_plate;.;to_renovation;centrum;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7 (z 11);urban;52.238025;https://www.otodom.pl/oferta/kawalerka-w-centrum-miasta-od-zaraz-ID3Loti.html;21.0075571;secondary;1;1;1;cooperative_ownership;160;320000;PLN;07.09.2018;.;1;0;0;0;0;0;0;0;27;08.09.2018;.;1970;œródmieœcie;warszawa;œródmieœcie pó³nocne;królewska;True;55624496
